,RIC,error
SGYPQ,,No best match available
IMRX.,,No best match available
RAK.1,,No best match available
ENRT,,No best match available
CFPUF,,No best match available
CBPO,,No best match available
NECB,,No best match available
SENO,,No best match available
HPGP,,No best match available
MUSA.,,No best match available
1619B,FRBNPP013UR7.PA,
FMR,,No best match available
BLIAF,,No best match available
PTT.,,No best match available
AYR,AYR,
APKT,,No best match available
PTHR,,No best match available
FTCS,,No best match available
ROMA,,No best match available
CBNK.,,No best match available
FBRC,,No best match available
MDFZF,,No best match available
SDS,SDS,
MZZ,MZZ,
QID,QID,
DXD,DXD,
LMTCF,,No best match available
TRBN,,No best match available
EROC,,No best match available
DEK,,No best match available
WCRX,,No best match available
ITB,ITB,
ITA,,No best match available
IAT,IAT,
JKG,JKG,
JKH,JKH,
JKI,,No best match available
JKJ,JKJ,
JKK,JKK,
TOU,,No best match available
TFI.1,,No best match available
TTE.,,No best match available
PEY,,No best match available
PGJ,,No best match available
JKL,JKL,
SUSA,,No best match available
EFV,EFV,
EFG,EFG,
IWC,IWC,
CPF.Z,,No best match available
PBW,PBW,
PWB,PWB,
PWV,PWV,
XMMO,,No best match available
XSVM,,No best match available
XSMO,,No best match available
XMVM,,No best match available
IAK,IAK,
IAI,IAI,
IHI,IHI,
IHF,IHF,
IHE,IHE,
IEZ,IEZ,
IEO,IEO,
GSG,GSG,
JGV,,No best match available
ARMZF,,No best match available
HZNOF,,No best match available
PYMXQ,,No best match available
ALO,ALO,
WU,WU,
WNS,WNS,
AGD,AGD,
CELH,,No best match available
SNMP,,No best match available
OFSI,,No best match available
3FENB,,No best match available
IBBD,,No best match available
DLPN,,No best match available
WHYRF,,No best match available
DEI,DEI,
SCMP,,No best match available
KHRIF,,No best match available
HBI,HBI,
LSHCF,LSHCF.PK^B13,
QMNDQ,QMNDQ.PK^C10,
GLEMB,GLEMB.PK^E12,
CIW.U,,No best match available
TAOP,,No best match available
OTIS,,No best match available
BVEX,,No best match available
COIN.,,No best match available
PLNLF,PLNLF.PK^B12,
NEUL,,No best match available
BLKWF,,No best match available
IS.Z,,No best match available
STVI.,,No best match available
NTQ,,No best match available
GAC,,No best match available
SFLY,,No best match available
SUGYF,,No best match available
WONEF,,No best match available
CNLA,,No best match available
IVPH,,No best match available
LLFP,,No best match available
BYSWF,,No best match available
OPTM,,No best match available
BARE,,No best match available
TVPC,,No best match available
APLI.,,No best match available
FSLR,,No best match available
SVW.Z,,No best match available
PIRGF,,No best match available
ARNI,,No best match available
VOE,VOE,
VOT,VOT,
PLK.,,No best match available
SNOA,,No best match available
SOFS,,No best match available
DPI.U,,No best match available
TSF.U,,No best match available
EDU,EDU,
ARBV,,No best match available
FEO,FEO,
FTWRQ,,No best match available
NWCI,,No best match available
NWG.Z,,No best match available
IDNG,,No best match available
PDOB,,No best match available
MDCGF,,No best match available
MBH,,No best match available
CADX,,No best match available
FSTMF,,No best match available
BIXZF,,No best match available
PGSI,.NZPGSI,
YTEN,,No best match available
ACKRF,,No best match available
PUURF,,No best match available
TIGCF,,No best match available
PWSEF,,No best match available
CYMEF,,No best match available
CLYLF,,No best match available
CLU.,,No best match available
GORO,,No best match available
MIMZF,,No best match available
TWER,,No best match available
PVR,,No best match available
CHHM,CHHM.PK^C09,
CHV,,No best match available
ROSGQ,,No best match available
SGA.,,No best match available
TNF,,No best match available
GSAT,,No best match available
PCQRF,,No best match available
HPIL,,No best match available
WCRS,,No best match available
INFI,,No best match available
EBFC,,No best match available
CRWG,,No best match available
NEGXF,,No best match available
DBV,DBV,
WTM.,,No best match available
MAYGF,,No best match available
PRRWF,,No best match available
PRFE,,No best match available
PRFF,,No best match available
PRFG,,No best match available
PRFH,,No best match available
PRFM,,No best match available
PRFN,,No best match available
PRFQ,,No best match available
PRFS,,No best match available
PRFU,,No best match available
PRFZ,,No best match available
KED,,No best match available
OFB.U,,No best match available
RXI,RXI,
MXI,MXI,
EXI,EXI,
JXI,JXI,
KXI,KXI,
CVY,CVY,
XRO,,No best match available
EEB,EEB,
NFO,NFO,
WMCR,WMCR.W^E14,
PLUUF,,No best match available
GSPE,,No best match available
DAC,DAC,
SONA,,No best match available
MR.1,,No best match available
BDIMF,,No best match available
MELEF,MELEF.PK^D12,
BCF,,No best match available
FRH,FRH.B^J07,
CAF,,No best match available
USBE,,No best match available
FXCB,,No best match available
ISCO,,No best match available
WB.R,,No best match available
WLDN,,No best match available
TPTX.,,No best match available
INCAF,,No best match available
COHN,,No best match available
DULMF,,No best match available
PRIM,,No best match available
OB,,No best match available
AWI,AWI,
PRN,,No best match available
PSL,,No best match available
PTJ,,No best match available
PTH,,No best match available
PYZ,,No best match available
PFI,,No best match available
PTF,,No best match available
PEZ,,No best match available
PIQ,,No best match available
PJB,,No best match available
PXI,,No best match available
CCXE,,No best match available
DGG,,No best match available
DPC,,No best match available
DPN,,No best match available
GNAT,,No best match available
DRF,,No best match available
DBR,,No best match available
DDI,,No best match available
DBT,,No best match available
DBU,,No best match available
HLXW,,No best match available
EVX,EVX,
SLX,SLX,
SPMD.,,No best match available
APLP,APLP.TA,
PLTE,,No best match available
XTNT.,,No best match available
LFBCF,,No best match available
GEGSQ,,No best match available
DBTK,,No best match available
CDW.U,,No best match available
CYMNF,,No best match available
GHN,,No best match available
TAMO,,No best match available
UTOG,,No best match available
AZMA,,No best match available
CHME,,No best match available
PUW,,No best match available
PSP,PSP,
PZD,PZD,
CNBV,,No best match available
GHSEQ,,No best match available
IRR,,No best match available
SBH,SBH,
EM.3,,No best match available
HMIN,,No best match available
WFCF,,No best match available
3PCQC,,No best match available
SLTM,,No best match available
HTR.Z,,No best match available
RRM,,No best match available
VRAD,,No best match available
KBW,,No best match available
IPGP,,No best match available
NRBC,,No best match available
PTC.Z,,No best match available
VFGGF,,No best match available
CPRX,,No best match available
SAGD,,No best match available
HNSN,,No best match available
WSFGQ,,No best match available
CSIQ,,No best match available
FACE,,No best match available
RTM,RTM,
RYE,RYE,
RGI,RGI,
RYT,RYT,
RYF,RYF,
RYH,RYH,
RYU,RYU,
RCD,RCD,
RHS,RHS,
TURV,,No best match available
TLCR,,No best match available
ZCRMF,,No best match available
ATHX,,No best match available
ALLT,,No best match available
EBS,EBS,
GDHC,,No best match available
MTWOY,MTWOY.PK^H11,
H.Z,,No best match available
ISDXF,,No best match available
NLST,,No best match available
JPP,,No best match available
JSC,,No best match available
4004B,,No best match available
ISHXF,,No best match available
IOOXF,,No best match available
XCG.,,No best match available
XCV.,,No best match available
NMX.1,,No best match available
VYM,VYM,
CDD.U,,No best match available
DVDDF,,No best match available
GFLB,,No best match available
WAVE,,No best match available
XWES,,No best match available
VQ,,No best match available
DSI,DSI,
FRO3,,No best match available
PBSV,,No best match available
AERO,,No best match available
AER,AER,
FOF,FOF,
MPMQ,,No best match available
DHG,,No best match available
NOA,NOA,
CNDPF,,No best match available
EDGXF,,No best match available
3HFBN,,No best match available
RNIN.,,No best match available
MLNLF,,No best match available
RELZF,RELZF.PK^E12,
PBTH,,No best match available
AMLM,,No best match available
SNEN,,No best match available
ETY,ETY,
USQ,,No best match available
MEDE,,No best match available
COF.H,,No best match available
OMAB,,No best match available
APQUF,,No best match available
CHHE,,No best match available
DCR,,No best match available
UCR,,No best match available
CBW..,,No best match available
KNDI,,No best match available
XMHQ,,No best match available
EQWS,,No best match available
EQWL,,No best match available
PGF,PGF,
PYH,,No best match available
ICOTF,,No best match available
IMTC,IMTC.BEL^H16,
IGXT,,No best match available
WGBS,WGBS.PQ^H14,
TUSA,,No best match available
CUR,,No best match available
CTT,CTT,
HLYS,,No best match available
AFFY,,No best match available
CDVIQ,,No best match available
NEWS,,No best match available
STCA,,No best match available
AIMC,,No best match available
ATN,,No best match available
TAST,,No best match available
III,,No best match available
DEEPQ,DEEPQ.PK^B09,
GENU,,No best match available
GUID,,No best match available
PTMN,,No best match available
TOO,TOO,
MLCO,,No best match available
TSL,,No best match available
DCT,,No best match available
PICS,,No best match available
GLS,,No best match available
OMPI,,No best match available
ANIMF,,No best match available
HENC,,No best match available
ISLN,,No best match available
SE.7,,No best match available
OTP,,No best match available
DEF,DEF,
CSD,,No best match available
GRN.3,,No best match available
COMV,,No best match available
SKH,,No best match available
AFCRF,,No best match available
FFHL,,No best match available
HQCL,HQCL.S^G16,
TRIAF,,No best match available
TAQ,,No best match available
PVM,,No best match available
PGZ.1,,No best match available
RWX,RWX,
PKW,,No best match available
FURAF,,No best match available
UPGI,,No best match available
TOGL,,No best match available
BTZ,BTZ,
CTMUF,,No best match available
CLNE,,No best match available
PFIE,,No best match available
PHWT,,No best match available
MSBF,,No best match available
ORIT,,No best match available
ASAB.,,No best match available
EVOQ,,No best match available
PDGM,,No best match available
SFMT,,No best match available
FENYF,,No best match available
SDXC,,No best match available
AHII.,,No best match available
AVAV,,No best match available
MLNX,,No best match available
ECRFF,,No best match available
CPSL,,No best match available
PSTB,PSTB.W^E14,
REED,,No best match available
RBYC,,No best match available
UWEFF,,No best match available
GDP.U,,No best match available
DGL,DGL,
DBO,DBO,
DBP,DBP,
DBB,DBB,
DBS,,No best match available
DBA,DBA,
DBE,DBE,
TWC,,No best match available
MVO,MVO,
KSSH,,No best match available
HXU.,,No best match available
HZRZU,,No best match available
IGSB,,No best match available
TLH,TLH,
IEI,,No best match available
USIG,,No best match available
GBF,GBF,
IGIB,,No best match available
SHV,,No best match available
GVI,GVI,
JADA,,No best match available
AAUJF,,No best match available
ALXXF,,No best match available
3PBCP,,No best match available
HBNK,,No best match available
CWI,CWI,
MGMCF,,No best match available
MWX..,,No best match available
UEEC,,No best match available
SYXXF,,No best match available
HHB,,No best match available
HHJ,,No best match available
HHD,,No best match available
HHE,,No best match available
HHV,,No best match available
FCSX,,No best match available
VELS,VELS.UAX^L15,
NCMI,,No best match available
VRAZ,,No best match available
FSR,,No best match available
RWM,RWM,
SAA,SAA,
SBB,SBB,
SDD,,No best match available
UWM,UWM,
TWM,TWM,
JAMN,,No best match available
FIRE,,No best match available
OPXT,,No best match available
AOD,AOD,
GDL,GDL,
QQQX,,No best match available
DEP,,No best match available
SMCI,,No best match available
AVNW,,No best match available
HREEF,,No best match available
GII,GII,
NCMI1,,No best match available
EIG,EIG,
HF,,No best match available
PRTS,,No best match available
OPTR,,No best match available
FIG,,No best match available
CGJCF,,No best match available
DRGDF,,No best match available
ESGR,,No best match available
DIG,DIG,
SIJ,SIJ,
DUG,DUG,
SCC,SCC,
RXD,RXD,
SKF,SKF,
UYM,UYM,
RXL,RXL,
UYG,UYG,
UXI,UXI,
ROM,ROM,
SSG,SSG,
USD,,No best match available
UCC,UCC,
URE,URE,
UPW,UPW,
SDP,,No best match available
SRS,SRS,
REW,REW,
SMN,SMN,
UGE,UGE,
SZK,SZK,
HROW,,No best match available
CYS,,No best match available
ZINCQ,,No best match available
BSHF,,No best match available
0232B,NL0013668536.PA,
CMO.H,,No best match available
ZGSI,,No best match available
CEL,CEL,
VNCKF,,No best match available
CFS.,,No best match available
SLRY,,No best match available
NGLS,,No best match available
SSRX,,No best match available
JASO,,No best match available
CGRB,,No best match available
FANG.,,No best match available
ARAY,,No best match available
AGI.2,,No best match available
EMY.1,,No best match available
TIL.2,,No best match available
TLGN,,No best match available
IPIX,,No best match available
CPBRQ,,No best match available
FXY,FXY,
IBKR,,No best match available
CBEN,,No best match available
ESSA,,No best match available
FXI.H,,No best match available
PTSS,,No best match available
2326B,FRBNPP014ED9.PA,
QCLN,,No best match available
QQXT,,No best match available
CJP.,,No best match available
CIE.,,No best match available
BBDC,,No best match available
UECN,,No best match available
ROYE,,No best match available
OGXI.,,No best match available
UUP,UUP,
UDN,UDN,
HCD,,No best match available
PRVSF,,No best match available
TMIAF,,No best match available
LBAS,,No best match available
TRMB.,,No best match available
LBYE,,No best match available
UFS,UFS,
CMSB,,No best match available
BIOF,,No best match available
SJH,,No best match available
TFSL,,No best match available
SFK,,No best match available
BLIN,,No best match available
SJF,,No best match available
SKK,,No best match available
UKF,,No best match available
SJL,,No best match available
UKW,,No best match available
UVU,,No best match available
UVT,,No best match available
UVG,,No best match available
SDK,,No best match available
UKK,,No best match available
LIFE.,,No best match available
ARUN,,No best match available
GLUU,,No best match available
CRECF,,No best match available
EXG,EXG,
NIE,NIE,
EES,EES,
EPS,EPS,
EEZ,,No best match available
QSY,QSY,
EZM,EZM,
EXT,EXT,
CBMDF,,No best match available
GLS.U,,No best match available
MOLOF,,No best match available
CARE,,No best match available
WMK.H,,No best match available
PAET,,No best match available
OKN,,No best match available
PDP,,No best match available
EEW,,No best match available
EEN,,No best match available
REI,REI,
MIDLF,,No best match available
OREXQ,,No best match available
PINN,,No best match available
BBND,,No best match available
ICDXF,,No best match available
ISDJF,,No best match available
ISHAF,,No best match available
ITP,ITP,
TPUTQ,TPUTQ.PK^I12,
RLOGQ,,No best match available
SUMR,,No best match available
VEU,VEU,
SD,,No best match available
XSELY,,No best match available
HHA,,No best match available
HHK,,No best match available
HRD,,No best match available
HHQ,,No best match available
HHU,,No best match available
HHM,,No best match available
HHN,,No best match available
HHZ,,No best match available
HHR.1,,No best match available
CQP,CQP,
ZNBR,,No best match available
TVH,,No best match available
BR,,No best match available
ABCD,,No best match available
PEQ.,,No best match available
TCM,,No best match available
MBB,,No best match available
IPUB,,No best match available
ETELY,ETELY.PK^D09,
CIR.,,No best match available
RGDXQ,,No best match available
NSNG,NSNGEUR.PZp^B09,
OMNE,OMNEu.J,
BLQN,,No best match available
UFEFF,,No best match available
GLRE,,No best match available
SENS.,,No best match available
AQSFF,AQSFF.PK^E12,
FHO,,No best match available
GFT.U,,No best match available
DMAC,,No best match available
EXGYF,,No best match available
SAR,,No best match available
GXC,GXC,
GMF,GMF,
GAF,,No best match available
GUR,,No best match available
SPEM,,No best match available
HDS.2,,No best match available
GML,,No best match available
FRBA,,No best match available
GUESF,,No best match available
HEAT,,No best match available
FE5,,No best match available
MXX.Z,,No best match available
SGOZF,,No best match available
MAR.Z,,No best match available
MEJ,,No best match available
EOD,EOD,
IAE,IAE,
JCE,JCE,
NXT.2,,No best match available
BFD,,No best match available
SPCB,,No best match available
DLNO,,No best match available
CPLP,,No best match available
PFF,,No best match available
BES,,No best match available
OTR,,No best match available
BST.2,,No best match available
CZG,,No best match available
CZA,CZA,
XGC,,No best match available
BMV,,No best match available
BX,BX,
HHG,,No best match available
HRJ,,No best match available
TYPE,,No best match available
CNK,CNK,
CAI,CAI,
NGSX,,No best match available
TTGT,,No best match available
BIOD,,No best match available
RBS.,,No best match available
CMLP,,No best match available
TOMO,,No best match available
HIRE,,No best match available
SHOR,,No best match available
SCR,,No best match available
BLV,BLV,
BND,,No best match available
BSV,BSV,
BIV,BIV,
CYSXF,,No best match available
HYG,HYG,
EMY,,No best match available
CBMG,,No best match available
OPNT,,No best match available
MEDH,,No best match available
AVOI,,No best match available
CDK.H,,No best match available
USGCF,USGCF.PK^E12,
ANRGF,,No best match available
GEOI,,No best match available
UNG,UNG,
HRW,,No best match available
LCS.,,No best match available
XMF.A,,No best match available
PNNT,,No best match available
DRWIQ,,No best match available
RRR.2,,No best match available
CAVM,,No best match available
USRM,,No best match available
PODD,,No best match available
NBY,NBY,
PTVYF,,No best match available
EDD,EDD,
RVC.,,No best match available
USGT,,No best match available
JMP,JMP,
ENOC,,No best match available
INFN,,No best match available
ENCX,,No best match available
OCNF,,No best match available
VRY,,No best match available
COV,,No best match available
TEL,TEL,
SCV.,,No best match available
SPDW,,No best match available
MCG.4,,No best match available
GWX,GWX,
AWP,AWP,
JGT,,No best match available
CVAT,,No best match available
HLCSQ,,No best match available
SIRT,,No best match available
STAR.,,No best match available
JAZZ,,No best match available
0044A,,No best match available
BNCL,,No best match available
RSX,RSX,
NORNQ,,No best match available
AEGR,AEGR.W^E14,
LABC,,No best match available
LLNW,,No best match available
ATV,ATV,
QXMCF,QXMCF.PK^H12,
FNIO,,No best match available
REM,REM,
USRT,,No best match available
REZ,REZ,
RTL.5,,No best match available
CDXC,,No best match available
SHCMF,,No best match available
DFS,DFS,
NAEY.,,No best match available
SMOG,,No best match available
EROTF,,No best match available
PGPXF,,No best match available
BVWN,,No best match available
HYCT,,No best match available
FTC,,No best match available
FRI,FRI,
FXG,FXG,
FAD,,No best match available
FXL,FXL,
FXO,FXO,
FXU,FXU,
FYX,,No best match available
FAB,,No best match available
FXZ,FXZ,
FXR,FXR,
FXN,FXN,
FXH,FXH,
FXD,FXD,
FTA,,No best match available
FEX,,No best match available
FNX,,No best match available
FGB,FGB,
NHAWF,,No best match available
POETF,,No best match available
PUGB,,No best match available
SLH,,No best match available
FNI,FNI,
FIW,FIW,
FCG,FCG,
STACF,,No best match available
CGW,CGW,
LIMS,,No best match available
AETI,,No best match available
ILNS,,No best match available
NWYU,,No best match available
CSUNY,,No best match available
CEW.,,No best match available
CPM.U,,No best match available
DEER,,No best match available
EURX,,No best match available
HLTH,,No best match available
SBN.,,No best match available
BUS,,No best match available
EHECF,,No best match available
XCS.,,No best match available
ISJSF,,No best match available
XSU.,,No best match available
LDKYQ,,No best match available
VTGDF,,No best match available
PDPYF,,No best match available
PAR.Z,,No best match available
TSSI,,No best match available
AGC,,No best match available
BGY,BGY,
DPO,,No best match available
RAF.,,No best match available
HNW,HNW,
ILED,,No best match available
CYLU,,No best match available
BLF.U,,No best match available
DOMK,,No best match available
FRO.U,,No best match available
URGYF,,No best match available
ITE,ITE,
BIL,BIL,
SPAB,,No best match available
IPE,,No best match available
SPTL,,No best match available
PPLXF,,No best match available
STAQ,STAQ.PK^I09,
ICLK.,,No best match available
HHT,,No best match available
CMOXF,,No best match available
DRW,DRW,
KDMP,,No best match available
SVBL,,No best match available
GLGLF,,No best match available
VIAP,,No best match available
VDMRF,,No best match available
YGEHY,,No best match available
PEX.2,,No best match available
ESPAF,,No best match available
AMC,AMC,
TIPT,,No best match available
GRX,GRX,
FISB,,No best match available
AUTH,,No best match available
NZ.1,,No best match available
CLMNF,,No best match available
HFU.,,No best match available
HZBBF,,No best match available
RINO,,No best match available
PEH,,No best match available
IDHQ,,No best match available
PIO,,No best match available
PUA,,No best match available
PBD,PBD,
WWAY,,No best match available
CKUN,,No best match available
SPMLF,,No best match available
IDV,IDV,
BZ,,No best match available
AXC.1,,No best match available
TLLYF,,No best match available
CXC.1,,No best match available
FAI.Z,,No best match available
HED.,,No best match available
HZBRF,,No best match available
CBLZF,CBLZF.PK^E12,
XGRO.,,No best match available
CIIC,,No best match available
RUGGF,RUGGF.PK^D12,
CADC,,No best match available
BIK,,No best match available
GEOV,,No best match available
NCAR.,,No best match available
SEP,,No best match available
DDUP,,No best match available
PRO,PRO,
PAF,,No best match available
PXF,PXF,
PEF,,No best match available
PJO,,No best match available
KSF,,No best match available
LVL,,No best match available
SYN,SYN,
GGA,,No best match available
GBA.,,No best match available
HZRZF,,No best match available
HZNSF,,No best match available
TRAGF,,No best match available
SCOR,,No best match available
SPRD,,No best match available
BKCC,,No best match available
EXB,,No best match available
JNR,,No best match available
ENY,,No best match available
CHW,,No best match available
DEX,DEX,
DCW,,No best match available
DRP,,No best match available
MTP.2,,No best match available
JTD,JTD,
VTA,VTA,
FOOD,,No best match available
FTPLF,,No best match available
VDO.H,,No best match available
QURK,,No best match available
CNWHF,,No best match available
CPPMF,,No best match available
PHOS,,No best match available
GKA,,No best match available
GKE,,No best match available
GKC,,No best match available
GKD,,No best match available
GKB,,No best match available
FIATY,,No best match available
GWWCF,,No best match available
WLOLQ,,No best match available
XCRP,,No best match available
CLV.1,,No best match available
QNTO,,No best match available
SAX.Z,,No best match available
GURAF,GURAF.PK^D13,
HLIX,,No best match available
BLOG,,No best match available
VRTU,,No best match available
SDBT,,No best match available
GVMUF,,No best match available
BLKLF,,No best match available
LIMC,,No best match available
MASI,,No best match available
HGGGQ,,No best match available
AIRV,,No best match available
CXO,CXO,
CROJF,,No best match available
SRBCF,,No best match available
GTATQ,,No best match available
REXXQ,,No best match available
CRO,,No best match available
HGI,,No best match available
CWOI,CWOI.PK^H12,
HHP,,No best match available
DEM,,No best match available
ROGP,,No best match available
TPIY,,No best match available
PMC,,No best match available
WBC,WBC,
TCRRF,,No best match available
ATHN,,No best match available
CBB.U,,No best match available
VGMIF,,No best match available
DHX,DHX,
EBTX,,No best match available
BKEP,,No best match available
COYNQ,,No best match available
OWW,,No best match available
ALSN,,No best match available
MXSG,,No best match available
ZAGG,,No best match available
RPMGF,,No best match available
SINT,,No best match available
DOLNQ,,No best match available
G,G,
NDMX,,No best match available
BIOAF,,No best match available
VR,,No best match available
YONG,,No best match available
VOLT.,,No best match available
PWRD,,No best match available
VEA,VEA,
LULU,,No best match available
GOF,GOF,
INB,INB,
ETJ,ETJ,
ROB,,No best match available
BRKC,,No best match available
ZTR.H,,No best match available
BUKHF,,No best match available
CSGJ,,No best match available
RYOOF,,No best match available
CHUM,,No best match available
ASF.,,No best match available
CYDEQ,CYDEQ.PK^C13,
CWEY,CWEY.PK^C12,
WPS,WPS,
RILY,,No best match available
CMGO,,No best match available
OILY,,No best match available
MELI,,No best match available
PRGNF,,No best match available
VMW,VMW,
CZZ,CZZ,
RBMNF,,No best match available
PTSXQ,,No best match available
TDBSF,,No best match available
EJ,,No best match available
XRESF,,No best match available
AZBCF,,No best match available
CROS,,No best match available
CPIX,,No best match available
LH.Z,,No best match available
WX,,No best match available
DMAN.,,No best match available
SBFM,,No best match available
KZX.,,No best match available
CFP,,No best match available
NEVIF,NEVIF.PK^J09,
FTMR,,No best match available
SAND,,No best match available
ABKI,,No best match available
NEON,,No best match available
MDXG,,No best match available
NLR,NLR,
THTI,,No best match available
FSBC,,No best match available
ZZZOF,,No best match available
OSNDF,,No best match available
PTCP,,No best match available
VSI,VSI,
MPM.,,No best match available
AMERF,,No best match available
GFO.U,,No best match available
MZO,,No best match available
MZG,,No best match available
MZN,,No best match available
CSKH,,No best match available
CEQXF,,No best match available
PDTRF,,No best match available
SRV,SRV,
VRS1,,No best match available
FDD,FDD,
FFR,FFR,
CYRS,,No best match available
MOO,MOO,
GNGXF,,No best match available
LIXT,,No best match available
GNTOF,,No best match available
CYCA,,No best match available
CALI,,No best match available
RDAR,,No best match available
MUB,MUB,
TDC,TDC,
SMKY,,No best match available
ENP,,No best match available
ELGMF,,No best match available
CXDC,,No best match available
TFI,TFI,
NMNX,,No best match available
ILATF,,No best match available
CRGWF,,No best match available
GTARF,,No best match available
ZARS,,No best match available
MHLD,,No best match available
FAV,,No best match available
SPI,,No best match available
ARNGF,,No best match available
OMTK,,No best match available
IID,IID,
AVCVF,,No best match available
SHIP,,No best match available
VNBK,,No best match available
FLY,FLY,
HTY,HTY,
FTLF,,No best match available
HMTA,,No best match available
BQR,,No best match available
NGZ,,No best match available
PDQ.3,,No best match available
PFP,,No best match available
PXH,PXH,
PDN,PDN,
PWD,,No best match available
CCGM,,No best match available
TOH,,No best match available
ACK.1,,No best match available
ACB.1,,No best match available
AGV,,No best match available
AKB,,No best match available
ATY.3,,No best match available
AQS.1,,No best match available
AVU.2,,No best match available
DUF,,No best match available
RGYH,RGYH.PK^A12,
TDX,,No best match available
TDV,,No best match available
TDN,,No best match available
TDH,,No best match available
TDD,,No best match available
GSUXF,,No best match available
BFED,,No best match available
