,ISIN,error
74347W148,US74347W1484,
74347W130,US74347W1302,
46138X105,US46138X1054,
74272N105,CA74272N1050,
98400M101,US98400M1018,
00768Y818,US00768Y8185,
782474498,US7824744988,
782474480,US7824744806,
782474514,US7824745142,
05573H108,US05573H1086,
37951M102,US37951M1027,
74347Y706,US74347Y7067,
74347W387,US74347W3878,
698105103,US6981051039,
05463X106,US05463X1063,
40171V100,US40171V1008,
81012R106,CA81012R1064,
43123W309,CA43123W3093,
22938T107,CA22938T1075,
57060U282,US57060U2823,
19105V105,CA19105V1058,
00213T109,US00213T1097,
852387307,US8523873078,
02640K107,US02640K1079,
03476B104,CA03476B1040,
099876104,US0998761045,
04299S936,,No best match available
04299R938,,No best match available
15130J109,US58549G2093,
33738H102,US33738H1023,
21751R206,CA21751R2063,
66644R103,CA66644R1038,
372284208,US3722842081,
94846W100,US94846W1009,
808524797,US8085247976,
093716108,,No best match available
47713D209,US47713D2099,
464286517,US4642865178,
46429B697,US46429B6974,
46429B689,US46429B6891,
464286525,US4642865251,
464286533,US4642865335,
890260508,US8902605083,
81809A100,US81809A1007,
550283105,US5502831051,
633707104,US6337071046,
96181Q101,US96181Q1013,
46431U105,CA46431U1057,
46432J109,CA46432J1093,
57164Y107,US57164Y1073,
12555E103,CA12555E1034,
89148H108,US89148H1086,
40167M106,US40167M1062,
05590R105,CA05590R1055,
05573T102,CA05573T1021,
05573X103,CA05573X1033,
05590N104,CA05590N1042,
066483108,CA0664831082,
46138E628,US46138E6288,
46138E578,US46138E5785,
73937B720,US73937B7203,
73937B738,US73937B7385,
72201R742,US72201R7420,
742694300,CA7426943006,
00404A109,US00404A1097,
87158A104,CA87158A1049,
761131101,CA7611311019,
87482X101,US87482X1019,
51809A103,,No best match available
G49610101,KYG496101018,
30217D107,US30217D1072,
60923R108,CA60923R1082,
87159A103,US87159A1034,
268119104,US2681191043,
46564C203,US46564C2035,
23249C205,US23249C2052,
803160100,CA8031601005,
73731R103,CA73731R1038,
72366T103,US72366T1034,
87306M109,,No best match available
949485106,US9494851069,
05369Q106,CA05369Q1063,
92337C104,US92337C1045,
963025705,US9630257056,
27888E109,US27888E1091,
05207J108,CA05207J1084,
72201R759,US72201R7594,
72201R767,US72201R7677,
37961Q101,US37961Q1013,
78418A307,US78418A3077,
032113102,US0321131023,
52730P102,US52730P1021,
20299C937,,No best match available
258024108,CA2580241081,
832052104,US8320521045,
981558109,US9815581098,
452372105,US4523721052,
09073C205,US09073C2052,
911718104,US9117181043,
37950E416,US37950E4162,
189464100,US1894641000,
69318G106,US69318G1067,
09072Q106,US09072Q1067,
46429B135,US46429B1355,
42969X306,US42969X3061,
25513X104,CA25513X1042,
136482106,CA1364821068,
985817105,US9858171054,
34960Q109,US34960Q1094,
65341A108,CA65341A1084,
871561106,US8715611062,
77543A208,CA77543A2083,
05155D103,CA05155D1033,
01660T600,CA01660T6007,
126824101,CA1268241017,
30064K105,US30064K1051,
58549G209,US58549G2093,
27887W100,CA27887W1005,
29272B105,US29272B1052,
G71218104,KYG712181042,
210294104,CA2102941044,
09099A936,,No best match available
961443108,US9614431081,
03600T104,US03600T1043,
31679Q107,US31679Q1076,
62499D935,,No best match available
G1890L107,VGG1890L1076,
92939X100,US92939X1000,
82967W108,CA82967W1086,
778791202,US7787912028,
683736201,US97751M2070,
92203E101,CA92203E1016,
92203G106,CA92203G1063,
92203U105,CA92203U1057,
92207G102,CA92207G1028,
92205X107,CA92205X1078,
92206B104,CA92206B1040,
38000P203,US38000P2039,
896945201,US8969452015,
779268101,US7792681014,
848543104,US8485431048,
25459Y777,US25459Y7774,
25459Y769,US25459Y7691,
492537105,CA4925371052,
227656105,US2276561055,
46432B106,CA46432B1067,
75081R104,US75081R1041,
888785102,CA8887851027,
53899C932,,No best match available
G5784H106,KYG5784H1065,
50046R101,US50046R1014,
204448104,US2044481040,
105532105,US1055321053,
02319V103,US02319V1035,
21238A206,US21238A2069,
226406106,US2264061068,
874039100,US8740391003,
26152H301,US26152H3012,
15234Q207,US15234Q2075,
29265W207,US29265W2070,
654655109,US6546551093,
78440P108,US78440P1084,
876568502,US8765685024,
670851401,US6708514012,
15126Q208,US15126Q2084,
68834P103,,No best match available
M0177X118,,No best match available
97651M109,US97651M1099,
60461U109,US60461U1097,
254753106,US2547531069,
752344309,US7523443098,
169409109,US1694091091,
20441A102,US20441A1025,
10552T107,US10552T1079,
631512209,US6315122092,
132148107,US1321481079,
346414105,US3464141056,
G5307C105,BMG5307C1055,
368287207,US3682872078,
69343P105,US69343P1057,
778529107,US7785291078,
163523103,US1635231038,
784188203,US7841882035,
70454G207,US70454G2075,
20440W105,US20440W1053,
827084864,US8270848646,
829160100,US8291601008,
92242Y100,US92242Y1001,
910873405,US9108734057,
91912E105,US91912E1055,
921020103,US9210201037,
876564105,US8765641050,
927191106,US9271911060,
053761102,US92243A2006,
87969N204,US87969N2045,
000375204,US0003752047,
456788108,US4567881085,
804098101,US8040981016,
049408206,US0494082060,
05961W105,US05961W1053,
636274409,US6362744095,
004286100,US0042861007,
M7S2D3205,IL0010807209,
82481R106,US82481R1068,
110793403,US1107934036,
Q7759R100,,No best match available
45262P102,US45262P1021,
358029106,US3580291066,
697660207,US6976602077,
29082A107,US29082A1079,
574800108,US5748001089,
00215W100,US00215W1009,
17162W206,US17162W2061,
559776109,US5597761098,
624678108,US6246781081,
009606203,US0096062031,
43858G107,US43858G1076,
31446M306,,No best match available
021244207,US0212442075,
M5920A109,IL0002810146,
71646J109,US71646J1097,
29081N209,US29081N2099,
51817R106,US51817R1068,
40048T106,US40048T1060,
29446M102,US29446M1027,
87960M205,US87960M2052,
363595109,US3635951094,
684060106,US6840601065,
29286D105,US29286D1054,
05329Q204,,No best match available
191223205,US1912232055,
44899X968,,No best match available
456463108,US4564631087,
87944W105,US87944W1053,
251566105,US2515661054,
00289R201,US00289R2013,
753009307,US7530093076,
654090109,US6540901096,
71654V408,US71654V4086,
204409601,US2044096012,
400131405,US4001314057,
88706P205,US88706P2056,
87923P105,US87923P1057,
105530109,US1055301097,
87943B102,US87943B1026,
879246106,US8792461068,
879252104,US8792521044,
87944E105,US87944E1055,
87924Y105,US87924Y1055,
92855S200,US92855S2005,
87936R106,US87936R1068,
859737207,US8597372072,
256135203,US2561352038,
45104G104,US45104G1040,
559778402,US5597784025,
89486M206,US89486M2061,
62942M201,US62942M2017,
247637101,US2476371016,
M41204104,IL0010827678,
786326108,US7863261084,
264066101,US2640661011,
34969P102,US34969P1021,
00506P103,US00506P1030,
617760202,US6177602025,
30050E105,US30050E1055,
G9387N106,,No best match available
25250P108,US25250P1084,
37185M209,US37185M2098,
55933J203,US55933J2033,
984015503,US9840155033,
38500P208,US38500P2083,
84651P100,US84651P1003,
38386P108,US38386P1084,
92334N103,US92334N1037,
74343G402,US74343G4029,
88875G101,US88875G1013,
17133Q502,US17133Q5027,
87160A100,US87160A1007,
98386D307,US98386D3070,
059520106,US0595201064,
40053W101,US40053W1018,
03524A108,US03524A1088,
46489T109,US46489T1097,
713352102,,No best match available
002255107,US0022551073,
553768409,US5537684095,
M4793C102,IL0001260111,
M6772H101,IL0004280116,
05969B103,US05969B1035,
M6158M104,IL0010818685,
591120100,US5911201003,
09074D103,US09074D1037,
G4863A108,GB00BVG7F061,
37185R208,US37185R3075,
54240F103,US54240F1030,
45254U101,US45254U1016,
36197T103,US36197T1034,
Q7264T104,AU000000PDN8,
60687Y109,US60687Y1091,
Q13868106,,No best match available
G9456A100,BMG9456A1009,
45853N102,US45853N1028,
02155X106,US02155X1063,
81783N508,US81783N5086,
M8791A109,IL0010834682,
981064108,US9810641087,
606822104,US6068221042,
Q2594G104,AU000000CPL4,
61981U108,CA61981U1084,
Q4999D934,,No best match available
720162106,US7201621064,
45257L108,US45257L1089,
30233G100,US30233G1004,
05606L100,US05606L1008,
23283K402,US72941H4002,
169426103,US1694261033,
082053307,US0820533075,
90478E301,US90478E3018,
76687M101,US76687M1018,
45033E105,US45033E1055,
87265H109,US87265H1095,
71715J105,US71715J1051,
16939P106,US16939P1066,
G4474Y214,JE00BYPZJM29,
02799Z004,,No best match available
13099W930,,No best match available
97199Q935,,No best match available
51299X001,,No best match available
57773A607,US57773A6073,
58498X005,,No best match available
656559309,US6565593091,
843830993,,No best match available
675222103,CA6752221037,
674870506,US6748705067,
G0772R208,BMG0772R2087,
048877104,US0488771041,
12504L109,US12504L1098,
553109109,US5531091099,
94946T106,US94946T1060,
86272T106,US86272T1060,
17253X105,CA17253X1050,
41013V100,US41013V1008,
12504G100,US12504G1004,
756158101,US7561581015,
50208A102,US50208A1025,
89147L100,US89147L1008,
95766R104,US95766R1041,
09227Q100,US09227Q1004,
98389F507,,No best match available
44199X007,,No best match available
59199B003,,No best match available
58499S005,,No best match available
G9078F107,BMG9078F1077,
02099B004,,No best match available
070100102,,No best match available
80689H102,US80689H1023,
916742109,CA9167421093,
02043Q107,US02043Q1076,
03957A104,US03957A1043,
45719T103,US45719T1034,
248358103,CA2483581039,
80600N105,CA80600N1050,
670704105,US6707041058,
091935502,US0919355026,
03475V101,US03475V1017,
92926K103,US92926K1034,
48369P207,US48369P2074,
09578R103,US09578R1032,
45772H202,US45772H2022,
395259104,US3952591044,
G1991C105,GB00BYT18414,
22163T103,US22163T1034,
98389A102,CA98389A1021,
60877T100,US60877T1007,
90385V107,US90385V1070,
31943X102,US31943X1028,
29480N206,CA29480N2068,
902621101,CA9026211016,
740403100,CA7404031006,
42328A203,US42328A2033,
294505102,CA2945051027,
71721R406,US71721R4065,
435763107,US4357631070,
090319401,US0903194019,
64127J102,US64127J1025,
68276R203,CA68276R2037,
801827106,US8018271069,
823213103,US8232131032,
128125101,US1281251017,
55607W100,US55607W1009,
22674T105,,No best match available
09249Y107,US09249Y1073,
19248A109,US19248A1097,
86271N100,US86271N1000,
126804301,US1268043015,
250557204,US2505572048,
45699K932,,No best match available
25499X003,,No best match available
90131G107,US90131G1076,
56899G001,,No best match available
98399X001,,No best match available
174903104,US1749031043,
68764U106,US68764U1060,
19044R207,CA19044R2072,
19247A100,US19247A1007,
048426100,US0484261005,
03761U502,US03761U5020,
763102100,CA7631021002,
29465A104,CA29465A1049,
222376105,CA2223761057,
013041108,CA57143F1045,
74733X106,CA74733X1069,
49803T300,US49803T3005,
45104P500,US45104P5008,
55314U207,US55314U2078,
81941Q203,US81941Q2030,
29244A102,US29244A1025,
54150E104,US54150E1047,
00299H938,,No best match available
G5698W116,GB00BNK03D49,
126153105,US1261531057,
87999T932,,No best match available
12640Y205,US12640Y2054,
G6768K107,GB0034246743,
583840608,US5838406081,
889728200,US8897282005,
43289P106,US43289P1066,
16946T109,US16946T1097,
B38564108,BE0003816338,
86627R102,US86627R1023,
590717104,US5907171046,
87484D103,US87484D1037,
422368100,US4223681002,
362607400,US3626074005,
12542Q706,US12542Q7060,
G0247E105,GB00B04M1L91,
G22404118,KYG224041189,
29359T102,US29359T1025,
04963Y102,CA04963Y1025,
86724Y109,US86724Y1091,
36315X101,US36315X1019,
G8063R183,GB00BG5NDX91,
917017105,CA9170171057,
594837403,US5948374039,
G0683R107,GB00B09Y5410,
19042K105,CA19042K1057,
G94949107,JE00BGT34J81,
30050A202,US30050A2024,
68235H304,US68235H3049,
G7998G106,BMG7998G1069,
74158D700,CA74158D7009,
05567U107,CA05567U1075,
51669T101,CA51669T1012,
37954N206,US37954N2062,
27876N103,CA27876N1033,
G55598109,KYG555981094,
00973E300,US00973E3009,
63546D100,US63546D1000,
58471G300,US58471G3002,
46123C207,CA46123C2076,
76117K105,CA76117K1057,
03842K200,US03842K2006,
29643U105,CA29643U1057,
U72603118,USU726031185,
138873104,CA1388731046,
Q62163110,AU000000MBT6,
04399P931,,No best match available
G93285107,JE00B41PDC45,
10554B104,US10554B1044,
639097104,CA6390971043,
57799B936,,No best match available
73180Y203,US73180Y2037,
398438408,US3984384087,
92938W202,CA92938W2022,
59861N103,CA59861N1033,
29355M200,US29355M2008,
33564P103,CA33564P1036,
088894100,CA0888941006,
G38327105,BMG383271050,
44842L103,US44842L1035,
30041N107,CA30041N1078,
75606L103,US75606L1035,
848634309,CA8486343095,
G3788M114,IM00B86NL059,
71673R107,CA71673R1073,
98419V100,CA98419V1004,
G9294B104,GB00B16L0B41,
60688E300,US60688E3009,
G9298V106,VGG9298V1067,
713360105,US7133601051,
03718T103,CA1621631094,
485847107,CA4858471077,
75971T301,US75971T3014,
918028309,CA9180283090,
G10082140,BMG100821401,
09075G105,US09075G1058,
12514V204,US12514V2043,
15117K103,US15117K1034,
09071M205,US09071M2052,
68403N109,CA68403N1096,
465437101,US4654371016,
88675R109,US88675R1095,
67086E303,US67086E3036,
372279109,US3722791098,
G6907R104,JE00B3YDHF95,
925050106,US9250501064,
74373K109,US74373K1097,
N90064101,NL0010696654,
Y27265407,MHY272654077,
35905J100,US35905J1007,
608458204,US6084582047,
05967A107,US05967A1079,
G87636125,KYG876361257,
60689B107,US60689B1070,
F4269M103,FR0010492199,
57886P103,US57886P1030,
76199U930,,No best match available
M4119S104,IL0011050551,
67421W109,US67421W1099,
38020T102,CA38020T1021,
M6240T109,IL0010941198,
60688N102,US60688N1028,
G6844A115,VGG6844A1158,
36116M106,US36116M1062,
Q3191S103,NZDILE0001S9,
279158109,US2791581091,
M1571K108,IL0011016669,
G35947202,BMG359472021,
76083G302,US76083G3020,
02124R107,CA02124R1073,
92836Y201,US92836Y2019,
39986E105,CA39986E1051,
10501L106,US10501L1061,
G6769T115,VGG6769T1158,
49803V107,US49803V1070,
13471N201,US13471N2018,
03280X102,US03280X1028,
88339A203,US88339A2033,
00835P105,US00835P1057,
N47279109,NL0009693779,
G85347105,IE00BYZ5XL97,
M53644106,IL0011177958,
N53745100,NL0009434992,
79586X103,CA79586X1033,
N20944109,NL0010545661,
98920Y304,US98920Y3045,
G66964118,KYG669641188,
21240E105,US21240E1055,
N07831105,NL0010060661,
62844N109,US62844N1090,
51218Q103,CA51218Q1037,
757468103,US7574681034,
G6613P129,BMG6613P1297,
09073Q105,US09073Q1058,
L7257P205,LU1405802361,
91732K109,CA91732K4063,
78643B302,US78643B3024,
345523104,US3455231049,
15116C102,US15116C1027,
85569C107,US85569C1071,
89156G109,CA89156G1090,
45999A931,,No best match available
38065A109,CA38065A1093,
62899A937,,No best match available
05367G100,US05367G1004,
63008G104,US63008G1040,
U3762T121,AU000000GID7,
874038102,US8740381020,
50184T406,CA03836P1080,
87509U106,US87509U1060,
867842106,CA8678421063,
G3682E192,BMG3682E1921,
23306J101,US23306J1016,
G6583A102,KYG6583A1022,
53619W101,US53619W1018,
28618M106,US28618M1062,
16965P202,US16965P2020,
151205200,US1512052002,
140756107,CA1407561077,
Y7546A122,MHY7546A1221,
G0176J109,IE00BFRT3W74,
G0132M121,KYG0132M1217,
G4511M108,BMG4511M1082,
Y2106R110,MHY2106R1100,
G6564A105,VGG6564A1057,
04016X101,US04016X1019,
G0684D107,BMG0684D1074,
59564R203,US59564R2031,
G66832109,GG00BTL27395,
619784101,US6197841017,
09076G104,,No best match available
589492107,US5894921072,
J1799U932,,No best match available
04522R101,US04522R1014,
92845J104,CA92845J1049,
G6700G107,IE00BDVJJQ56,
Y28895103,SG9999019087,
Y62151108,MHY621511085,
04274P105,CA04274P1053,
039653100,US0396531008,
Y1146L109,MHY1146L1092,
