Company name,CIK,Bankruptcy,Bankruptcy chapter,Form type,Date,URL
EXCO RESOURCES INC,0000316300,True,11,8-K,01/17/2018,https://www.sec.gov/Archives/edgar/data/316300/000119312518011684/0001193125-18-011684.txt
EXIDE TECHNOLOGIES,0000813781,True,11,8-K,06/10/2013,https://www.sec.gov/Archives/edgar/data/813781/000119312513253602/0001193125-13-253602.txt
Exterra Energy Inc.,0001367387,True,11,8-K,11/19/2012,https://www.sec.gov/Archives/edgar/data/1367387/000089742312000084/0000897423-12-000084.txt
Exterra Energy Inc.,0001367387,True,11,8-K,05/01/2012,https://www.sec.gov/Archives/edgar/data/1367387/000089742312000028/0000897423-12-000028.txt
FAIRCHILD CORP,0000009779,False,-1,8-K,03/24/2009,https://www.sec.gov/Archives/edgar/data/9779/000000977909000012/0000009779-09-000012.txt
FAIRCHILD CORP,0000009779,False,-1,8-K,03/19/2009,https://www.sec.gov/Archives/edgar/data/9779/000000977909000010/0000009779-09-000010.txt
FAIRPOINT COMMUNICATIONS INC,0001062613,True,11,8-K,01/25/2011,https://www.sec.gov/Archives/edgar/data/1062613/000110465911002707/0001104659-11-002707.txt
FAIRPOINT COMMUNICATIONS INC,0001062613,True,11,8-K,01/14/2011,https://www.sec.gov/Archives/edgar/data/1062613/000110465911001479/0001104659-11-001479.txt
FAIRPOINT COMMUNICATIONS INC,0001062613,True,11,8-K,10/26/2009,https://www.sec.gov/Archives/edgar/data/1062613/000110465909060321/0001104659-09-060321.txt
Fairway Group Holdings Corp,0001555492,True,11,8-K,06/14/2016,https://www.sec.gov/Archives/edgar/data/1555492/000110465916126903/0001104659-16-126903.txt
Fairway Group Holdings Corp,0001555492,True,11,8-K,05/04/2016,https://www.sec.gov/Archives/edgar/data/1555492/000110465916117250/0001104659-16-117250.txt
FALCON PRODUCTS INC /DE/,0000034339,True,11,8-K,11/18/2005,https://www.sec.gov/Archives/edgar/data/34339/000095013605007418/0000950136-05-007418.txt
FALCON PRODUCTS INC /DE/,0000034339,True,11,8-K,10/26/2005,https://www.sec.gov/Archives/edgar/data/34339/000095013605006707/0000950136-05-006707.txt
FALCON PRODUCTS INC /DE/,0000034339,True,11,8-K,02/07/2005,https://www.sec.gov/Archives/edgar/data/34339/000089457905000023/0000894579-05-000023.txt
FAR EAST ENERGY CORP,0001124024,True,7,8-K,11/10/2015,https://www.sec.gov/Archives/edgar/data/1124024/000114420415064230/0001144204-15-064230.txt
FASHION HOUSE HOLDINGS INC,0000797329,True,11,8-K,04/22/2008,https://www.sec.gov/Archives/edgar/data/797329/000118518508000335/0001185185-08-000335.txt
"FBI WIND DOWN, INC.",0000050957,True,11,8-K,08/01/2014,https://www.sec.gov/Archives/edgar/data/50957/000119312514291585/0001193125-14-291585.txt
"FBI WIND DOWN, INC.",0000050957,True,11,8-K,07/18/2014,https://www.sec.gov/Archives/edgar/data/50957/000119312514272176/0001193125-14-272176.txt
"Fearless International, Inc.",0001357800,False,-1,8-K,07/25/2008,https://www.sec.gov/Archives/edgar/data/1357800/000141103908000004/0001411039-08-000004.txt
FEDDERS CORP /DE,0000744106,True,11,8-K,08/28/2007,https://www.sec.gov/Archives/edgar/data/744106/000095012307012058/0000950123-07-012058.txt
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,False,-1,8-K,09/11/2008,https://www.sec.gov/Archives/edgar/data/1026214/000102621408000030/0001026214-08-000030.txt
FEDERAL MOGUL CORP,0000034879,True,11,8-K,11/14/2007,https://www.sec.gov/Archives/edgar/data/34879/000115752307011273/0001157523-07-011273.txt
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,0000310522,False,-1,8-K,09/11/2008,https://www.sec.gov/Archives/edgar/data/310522/000095013308003096/0000950133-08-003096.txt
FEMALE HEALTH CO,0000863894,False,-1,8-K,01/04/2016,https://www.sec.gov/Archives/edgar/data/863894/000104216716000187/0001042167-16-000187.txt
"FGBC Bancshares, Inc.",0001360581,False,-1,8-K,05/25/2011,https://www.sec.gov/Archives/edgar/data/1360581/000095012311053738/0000950123-11-053738.txt
FIBERMARK INC,0000887591,False,-1,8-K,01/04/2006,https://www.sec.gov/Archives/edgar/data/887591/000088759106000005/0000887591-06-000005.txt
FIBERMARK INC,0000887591,False,-1,8-K,12/05/2005,https://www.sec.gov/Archives/edgar/data/887591/000088759105000077/0000887591-05-000077.txt
FiberTower CORP,0001010286,False,-1,8-K,03/31/2014,https://www.sec.gov/Archives/edgar/data/1010286/000114420414019052/0001144204-14-019052.txt
FiberTower CORP,0001010286,True,11,8-K,07/18/2012,https://www.sec.gov/Archives/edgar/data/1010286/000110465912049470/0001104659-12-049470.txt
"Fieldstone Mortgage Investment Trust, Series 2007-1",0001389053,True,11,8-K,11/29/2007,https://www.sec.gov/Archives/edgar/data/1389053/000105640407003803/0001056404-07-003803.txt
FINLAY ENTERPRISES INC /DE,0000878731,True,11,8-K,08/24/2010,https://www.sec.gov/Archives/edgar/data/878731/000090951810000509/0000909518-10-000509.txt
FINLAY ENTERPRISES INC /DE,0000878731,True,11,8-K,08/06/2009,https://www.sec.gov/Archives/edgar/data/878731/000114420409040755/0001144204-09-040755.txt
First Capital Real Estate Trust Inc,0001536256,True,11,8-K,06/02/2017,https://www.sec.gov/Archives/edgar/data/1536256/000114420417030889/0001144204-17-030889.txt
FIRST FEDERAL BANKSHARES INC,0001075348,False,-1,8-K,09/08/2009,https://www.sec.gov/Archives/edgar/data/1075348/000118811209001960/0001188112-09-001960.txt
FIRST GEORGIA COMMUNITY CORP,0001024132,False,-1,8-K,12/11/2008,https://www.sec.gov/Archives/edgar/data/1024132/000119312508251703/0001193125-08-251703.txt
FIRST MARINER BANCORP,0000946090,True,11,8-K,02/12/2014,https://www.sec.gov/Archives/edgar/data/946090/000110465914009142/0001104659-14-009142.txt
FIRST NATIONAL BANCSHARES INC /SC/,0001095274,False,-1,8-K,01/05/2011,https://www.sec.gov/Archives/edgar/data/1095274/000114420411000635/0001144204-11-000635.txt
FIRST NATIONAL BANCSHARES INC /SC/,0001095274,False,-1,8-K,07/21/2010,https://www.sec.gov/Archives/edgar/data/1095274/000114420410038785/0001144204-10-038785.txt
First NBC Bank Holding Co,0001496631,True,11,8-K,05/12/2017,https://www.sec.gov/Archives/edgar/data/1496631/000149663117000017/0001496631-17-000017.txt
First NBC Bank Holding Co,0001496631,False,-1,8-K,05/04/2017,https://www.sec.gov/Archives/edgar/data/1496631/000149663117000015/0001496631-17-000015.txt
FIRST PLACE FINANCIAL CORP /DE/,0001068912,True,11,8-K,03/29/2013,https://www.sec.gov/Archives/edgar/data/1068912/000119312513134364/0001193125-13-134364.txt
FIRST PLACE FINANCIAL CORP /DE/,0001068912,True,11,8-K,03/12/2013,https://www.sec.gov/Archives/edgar/data/1068912/000119312513103106/0001193125-13-103106.txt
FIRST PLACE FINANCIAL CORP /DE/,0001068912,True,11,8-K,10/29/2012,https://www.sec.gov/Archives/edgar/data/1068912/000119312512438571/0001193125-12-438571.txt
FIRST REGIONAL BANCORP,0000356708,True,11,8-K,02/27/2014,https://www.sec.gov/Archives/edgar/data/356708/000119312514070975/0001193125-14-070975.txt
FIRST REGIONAL BANCORP,0000356708,True,11,8-K,08/29/2013,https://www.sec.gov/Archives/edgar/data/356708/000119312513351032/0001193125-13-351032.txt
FIRST REGIONAL BANCORP,0000356708,True,11,8-K,10/23/2012,https://www.sec.gov/Archives/edgar/data/356708/000119312512431332/0001193125-12-431332.txt
FIRST REGIONAL BANCORP,0000356708,False,-1,8-K,02/01/2010,https://www.sec.gov/Archives/edgar/data/356708/000110465910004100/0001104659-10-004100.txt
FIRST STATE BANCORPORATION,0000897861,False,-1,8-K,02/01/2011,https://www.sec.gov/Archives/edgar/data/897861/000118143111006286/0001181431-11-006286.txt
FIRST UNITED ETHANOL LLC,0001346222,True,11,8-K,02/02/2011,https://www.sec.gov/Archives/edgar/data/1346222/000095012311008125/0000950123-11-008125.txt
FIRST VIRTUAL COMMUNICATIONS INC,0000920317,True,11,8-K,03/04/2005,https://www.sec.gov/Archives/edgar/data/920317/000089161805000198/0000891618-05-000198.txt
FIRST VIRTUAL COMMUNICATIONS INC,0000920317,True,11,8-K,02/18/2005,https://www.sec.gov/Archives/edgar/data/920317/000089161805000168/0000891618-05-000168.txt
FIRST VIRTUAL COMMUNICATIONS INC,0000920317,True,11,8-K,02/02/2005,https://www.sec.gov/Archives/edgar/data/920317/000095013405001843/0000950134-05-001843.txt
FIRST VIRTUAL COMMUNICATIONS INC,0000920317,True,11,8-K,01/25/2005,https://www.sec.gov/Archives/edgar/data/920317/000095013405001226/0000950134-05-001226.txt
FIRST VIRTUAL COMMUNICATIONS INC,0000920317,False,-1,8-K,01/20/2005,https://www.sec.gov/Archives/edgar/data/920317/000095013405001013/0000950134-05-001013.txt
"FirstBank Financial Services, Inc.",0001316410,False,-1,8-K,02/11/2009,https://www.sec.gov/Archives/edgar/data/1316410/000110465909008116/0001104659-09-008116.txt
FIRSTENERGY CORP,0001031296,True,11,8-K,04/05/2018,https://www.sec.gov/Archives/edgar/data/1031296/000103129618000024/0001031296-18-000024.txt
FirstEnergy Solutions Corp.,0001407703,True,11,8-K,04/02/2018,https://www.sec.gov/Archives/edgar/data/1407703/000119312518104000/0001193125-18-104000.txt
FIRSTFED FINANCIAL CORP,0000810536,True,11,8-K,01/07/2013,https://www.sec.gov/Archives/edgar/data/810536/000119312513004618/0001193125-13-004618.txt
FIRSTFED FINANCIAL CORP,0000810536,True,11,8-K,11/16/2012,https://www.sec.gov/Archives/edgar/data/810536/000119312512473757/0001193125-12-473757.txt
FIRSTFED FINANCIAL CORP,0000810536,True,11,8-K,01/07/2010,https://www.sec.gov/Archives/edgar/data/810536/000119312510002722/0001193125-10-002722.txt
FIRSTFED FINANCIAL CORP,0000810536,False,-1,8-K,12/23/2009,https://www.sec.gov/Archives/edgar/data/810536/000119312509258972/0001193125-09-258972.txt
FIRSTGOLD CORP.,0000878808,True,11,8-K,06/08/2010,https://www.sec.gov/Archives/edgar/data/878808/000117120010000589/0001171200-10-000589.txt
FIRSTGOLD CORP.,0000878808,True,11,8-K,04/26/2010,https://www.sec.gov/Archives/edgar/data/878808/000117120010000394/0001171200-10-000394.txt
FIRSTGOLD CORP.,0000878808,True,11,8-K,01/29/2010,https://www.sec.gov/Archives/edgar/data/878808/000117120010000084/0001171200-10-000084.txt
FIRSTPLUS FINANCIAL GROUP INC,0001000368,True,11,8-K,07/24/2009,https://www.sec.gov/Archives/edgar/data/1000368/000137647409000145/0001376474-09-000145.txt
FIRSTPLUS FINANCIAL GROUP INC,0001000368,True,11,8-K,06/29/2009,https://www.sec.gov/Archives/edgar/data/1000368/000137647409000089/0001376474-09-000089.txt
"Flagship Global Health, Inc.",0001051985,True,7,8-K,08/20/2008,https://www.sec.gov/Archives/edgar/data/1051985/000091476008000143/0000914760-08-000143.txt
FLEETWOOD ENTERPRISES INC/DE/,0000314132,True,11,8-K,08/23/2010,https://www.sec.gov/Archives/edgar/data/314132/000110465910045423/0001104659-10-045423.txt
FLEETWOOD ENTERPRISES INC/DE/,0000314132,True,11,8-K,08/11/2010,https://www.sec.gov/Archives/edgar/data/314132/000110465910043754/0001104659-10-043754.txt
FLEETWOOD ENTERPRISES INC/DE/,0000314132,True,11,8-K,03/10/2009,https://www.sec.gov/Archives/edgar/data/314132/000110465909016165/0001104659-09-016165.txt
Flitways Technology Inc.,0001582919,False,-1,8-K,10/15/2018,https://www.sec.gov/Archives/edgar/data/1582919/000168316818003070/0001683168-18-003070.txt
FLORIDA COMMUNITY BANKS INC,0001170902,False,-1,8-K,02/02/2010,https://www.sec.gov/Archives/edgar/data/1170902/000117090210000004/0001170902-10-000004.txt
FLORIDA GAMING CORP,0000312065,True,11,8-K,07/28/2014,https://www.sec.gov/Archives/edgar/data/312065/000114420414045226/0001144204-14-045226.txt
FLORIDA GAMING CORP,0000312065,True,11,8-K,04/10/2014,https://www.sec.gov/Archives/edgar/data/312065/000114420414021902/0001144204-14-021902.txt
FLORIDA GAMING CORP,0000312065,False,-1,8-K,03/26/2014,https://www.sec.gov/Archives/edgar/data/312065/000114420414017965/0001144204-14-017965.txt
FLORIDA GAMING CORP,0000312065,False,-1,8-K,08/21/2013,https://www.sec.gov/Archives/edgar/data/312065/000114420413047227/0001144204-13-047227.txt
FLORIDA GAMING CORP,0000312065,False,-1,8-K,11/08/2012,https://www.sec.gov/Archives/edgar/data/312065/000114420412060258/0001144204-12-060258.txt
FLYI INC,0000904020,False,-1,8-K,04/02/2007,https://www.sec.gov/Archives/edgar/data/904020/000090402007000009/0000904020-07-000009.txt
FLYI INC,0000904020,False,-1,8-K,03/21/2007,https://www.sec.gov/Archives/edgar/data/904020/000090402007000007/0000904020-07-000007.txt
FLYI INC,0000904020,False,-1,8-K,11/07/2005,https://www.sec.gov/Archives/edgar/data/904020/000090402005000036/0000904020-05-000036.txt
FN ESTATE INC,0001092536,True,7,8-K,03/30/2005,https://www.sec.gov/Archives/edgar/data/1092536/000101968705000854/0001019687-05-000854.txt
FOAMEX CAPITAL CORP,0000890080,False,-1,8-K,09/22/2005,https://www.sec.gov/Archives/edgar/data/890081/000091290805000087/0000912908-05-000087.txt
FOAMEX INTERNATIONAL INC,0000890080,False,-1,8-K,09/22/2005,https://www.sec.gov/Archives/edgar/data/912908/000091290805000087/0000912908-05-000087.txt
FOAMEX INTERNATIONAL INC.,0000912908,True,11,8-K,02/24/2009,https://www.sec.gov/Archives/edgar/data/912908/000091290809000010/0000912908-09-000010.txt
FOAMEX L P,0000890080,False,-1,8-K,09/22/2005,https://www.sec.gov/Archives/edgar/data/890080/000091290805000087/0000912908-05-000087.txt
FOCUS ENHANCEMENTS INC,0000884719,True,11,8-K,09/17/2008,https://www.sec.gov/Archives/edgar/data/884719/000115752308007451/0001157523-08-007451.txt
FOG CUTTER CAPITAL GROUP INC,0001048566,True,11,8-K,04/08/2009,https://www.sec.gov/Archives/edgar/data/1048566/000110465909023113/0001104659-09-023113.txt
FOOTHILLS RESOURCES INC,0001133494,True,11,8-K,02/11/2009,https://www.sec.gov/Archives/edgar/data/1133494/000101143809000109/0001011438-09-000109.txt
FOOTSTAR INC,0001011308,True,11,8-K,02/02/2006,https://www.sec.gov/Archives/edgar/data/1011308/000090951806000122/0000909518-06-000122.txt
Forbes Energy Services Ltd.,0001434842,True,11,8-K,03/31/2017,https://www.sec.gov/Archives/edgar/data/1434842/000143484217000011/0001434842-17-000011.txt
Forbes Energy Services Ltd.,0001434842,True,11,8-K,01/23/2017,https://www.sec.gov/Archives/edgar/data/1434842/000143484217000004/0001434842-17-000004.txt
FORELAND CORP,0000773326,True,11,8-K,11/30/2004,https://www.sec.gov/Archives/edgar/data/773326/000103883804001102/0001038838-04-001102.txt
FORSTER DRILLING CORP,0000744667,False,-1,8-K,02/26/2009,https://www.sec.gov/Archives/edgar/data/744667/000114420409011034/0001144204-09-011034.txt
FORSTER DRILLING CORP,0000744667,False,-1,8-K,02/23/2009,https://www.sec.gov/Archives/edgar/data/744667/000114420409010290/0001144204-09-010290.txt
"Forticell BioScience, Inc.",0000889992,True,11,8-K,07/30/2009,https://www.sec.gov/Archives/edgar/data/889992/000114420409039468/0001144204-09-039468.txt
"Forticell BioScience, Inc.",0000889992,False,-1,8-K,11/21/2008,https://www.sec.gov/Archives/edgar/data/889992/000114420408066236/0001144204-08-066236.txt
FPB BANCORP INC,0001162245,False,-1,8-K,07/18/2011,https://www.sec.gov/Archives/edgar/data/1162245/000116224511000008/0001162245-11-000008.txt
FRANKFORT TOWER INDUSTRIES INC,0000315641,True,11,8-K,12/22/2004,https://www.sec.gov/Archives/edgar/data/315641/000092794604000257/0000927946-04-000257.txt
FRANKFORT TOWER INDUSTRIES INC,0000315641,True,7,8-K,12/09/2004,https://www.sec.gov/Archives/edgar/data/315641/000092794604000252/0000927946-04-000252.txt
FRANKFORT TOWER INDUSTRIES INC,0000315641,True,11,8-K,11/19/2004,https://www.sec.gov/Archives/edgar/data/315641/000092794604000248/0000927946-04-000248.txt
FRANKFORT TOWER INDUSTRIES INC,0000315641,True,11,8-K,11/04/2004,https://www.sec.gov/Archives/edgar/data/315641/000092794604000230/0000927946-04-000230.txt
FRANKFORT TOWER INDUSTRIES INC,0000315641,True,11,8-K,09/21/2004,https://www.sec.gov/Archives/edgar/data/315641/000092794604000203/0000927946-04-000203.txt
FRANKFORT TOWER INDUSTRIES INC,0000315641,True,11,8-K,08/30/2004,https://www.sec.gov/Archives/edgar/data/315641/000092794604000186/0000927946-04-000186.txt
FRANKLIN BANK CORP,0001207070,True,7,8-K,11/13/2008,https://www.sec.gov/Archives/edgar/data/1207070/000095013408020374/0000950134-08-020374.txt
FRANKLIN BANK CORP,0001207070,False,-1,8-K,11/10/2008,https://www.sec.gov/Archives/edgar/data/1207070/000095012908005557/0000950129-08-005557.txt
FRANKLIN CREDIT HOLDING CORP/DE/,0000831246,False,-1,8-K,08/13/2012,https://www.sec.gov/Archives/edgar/data/831246/000138713112002600/0001387131-12-002600.txt
FRANKLIN CREDIT HOLDING CORP/DE/,0000831246,True,11,8-K,08/03/2012,https://www.sec.gov/Archives/edgar/data/831246/000138713112002407/0001387131-12-002407.txt
FRANKLIN CREDIT HOLDING CORP/DE/,0000831246,True,11,8-K,07/19/2012,https://www.sec.gov/Archives/edgar/data/831246/000138713112002222/0001387131-12-002222.txt
FRANKLIN CREDIT HOLDING CORP/DE/,0000831246,True,11,8-K,06/05/2012,https://www.sec.gov/Archives/edgar/data/831246/000138713112001781/0001387131-12-001781.txt
FRANKS NURSERY & CRAFTS INC,0000038792,True,11,8-K,09/10/2004,https://www.sec.gov/Archives/edgar/data/38792/000095012404004276/0000950124-04-004276.txt
FREDS INC,0000724571,True,11,8-K,09/09/2019,https://www.sec.gov/Archives/edgar/data/724571/000119312519240596/0001193125-19-240596.txt
FREEDOM BANCSHARES INC,0001216997,False,-1,8-K,03/12/2009,https://www.sec.gov/Archives/edgar/data/1216997/000095013809000190/0000950138-09-000190.txt
"Freedom Environmental Services, Inc.",0001443818,False,-1,8-K/A,10/10/2012,https://www.sec.gov/Archives/edgar/data/1443818/000144586612000768/0001445866-12-000768.txt
"Freedom Environmental Services, Inc.",0001443818,False,-1,8-K,09/28/2012,https://www.sec.gov/Archives/edgar/data/1443818/000144586612000763/0001445866-12-000763.txt
Freestone Power Generation LP,0001294382,True,11,8-K,12/23/2005,https://www.sec.gov/Archives/edgar/data/1294481/000095012905012229/0000950129-05-012229.txt
FREMONT GENERAL CORP,0000038984,True,11,8-K,06/01/2010,https://www.sec.gov/Archives/edgar/data/38984/000095012310054829/0000950123-10-054829.txt
FREMONT GENERAL CORP,0000038984,True,11,8-K,06/18/2008,https://www.sec.gov/Archives/edgar/data/38984/000095014808000250/0000950148-08-000250.txt
FRESH CHOICE INC,0000893741,True,11,8-K,12/23/2005,https://www.sec.gov/Archives/edgar/data/893741/000115752305011048/0001157523-05-011048.txt
FRIEDMANS INC,0000911004,True,11,8-K,11/30/2005,https://www.sec.gov/Archives/edgar/data/911004/000134100405000433/0001341004-05-000433.txt
FRIEDMANS INC,0000911004,True,11,8-K,01/18/2005,https://www.sec.gov/Archives/edgar/data/911004/000095017205000172/0000950172-05-000172.txt
FriendFinder Networks Inc.,0001451951,True,11,8-K,12/18/2013,https://www.sec.gov/Archives/edgar/data/1451951/000139843213000814/0001398432-13-000814.txt
"Frontier Airlines Holdings, Inc.",0001351548,True,11,8-K,04/15/2008,https://www.sec.gov/Archives/edgar/data/1351548/000110465908024555/0001104659-08-024555.txt
FRONTIER FINANCIAL CORP /WA/,0000716457,True,7,8-K,05/03/2010,https://www.sec.gov/Archives/edgar/data/716457/000071645710000022/0000716457-10-000022.txt
FRONTIER INSURANCE GROUP INC,0000797496,True,11,8-K,12/22/2005,https://www.sec.gov/Archives/edgar/data/797496/000119312505247283/0001193125-05-247283.txt
FRONTIER INSURANCE GROUP INC,0000797496,True,11,8-K,07/06/2005,https://www.sec.gov/Archives/edgar/data/797496/000119312505137755/0001193125-05-137755.txt
"FTD Companies, Inc.",0001575360,True,11,8-K,06/05/2019,https://www.sec.gov/Archives/edgar/data/1575360/000110465919034045/0001104659-19-034045.txt
FURNITURE BRANDS INTERNATIONAL INC,0000050957,True,11,8-K,09/10/2013,https://www.sec.gov/Archives/edgar/data/50957/000005095713000073/0000050957-13-000073.txt
"Fusion Connect, Inc.",0001071411,True,7,8-K,06/03/2019,https://www.sec.gov/Archives/edgar/data/1071411/000165495419006828/0001654954-19-006828.txt
"FUTUREIT, INC.",0001421481,False,-1,8-K,03/22/2010,https://www.sec.gov/Archives/edgar/data/1421481/000091066210000129/0000910662-10-000129.txt
"FUTUREIT, INC.",0001421481,True,11,8-K,12/08/2009,https://www.sec.gov/Archives/edgar/data/1421481/000091066209000487/0000910662-09-000487.txt
FX Real Estate & Entertainment Inc.,0001410402,True,11,8-K,11/15/2010,https://www.sec.gov/Archives/edgar/data/1410402/000129993310004072/0001299933-10-004072.txt
FX Real Estate & Entertainment Inc.,0001410402,True,11,8-K,04/22/2010,https://www.sec.gov/Archives/edgar/data/1410402/000129993310001592/0001299933-10-001592.txt
FX Real Estate & Entertainment Inc.,0001410402,False,-1,8-K,10/21/2009,https://www.sec.gov/Archives/edgar/data/1410402/000129993309004136/0001299933-09-004136.txt
FX Real Estate & Entertainment Inc.,0001410402,False,-1,8-K,09/09/2009,https://www.sec.gov/Archives/edgar/data/1410402/000129993309003683/0001299933-09-003683.txt
FX Real Estate & Entertainment Inc.,0001410402,False,-1,8-K,07/16/2009,https://www.sec.gov/Archives/edgar/data/1410402/000129993309002934/0001299933-09-002934.txt
FX Real Estate & Entertainment Inc.,0001410402,False,-1,8-K,06/25/2009,https://www.sec.gov/Archives/edgar/data/1410402/000129993309002706/0001299933-09-002706.txt
GABRIEL TECHNOLOGIES CORP,0001009833,True,11,8-K,03/04/2013,https://www.sec.gov/Archives/edgar/data/1009833/000101968713000661/0001019687-13-000661.txt
GALAXY ENERGY CORP,0001132784,False,-1,8-K,12/31/2008,https://www.sec.gov/Archives/edgar/data/1132784/000094935308000506/0000949353-08-000506.txt
GALAXY ENERGY CORP,0001132784,True,11,8-K,03/17/2008,https://www.sec.gov/Archives/edgar/data/1132784/000094935308000166/0000949353-08-000166.txt
"Game Trading Technologies, Inc.",0001382805,True,11,8-K,02/02/2012,https://www.sec.gov/Archives/edgar/data/1382805/000101376212000216/0001013762-12-000216.txt
GAMETECH INTERNATIONAL INC,0001045014,False,-1,8-K,10/03/2012,https://www.sec.gov/Archives/edgar/data/1045014/000143774912009999/0001437749-12-009999.txt
GAMETECH INTERNATIONAL INC,0001045014,True,11,8-K,08/30/2012,https://www.sec.gov/Archives/edgar/data/1045014/000143774912008998/0001437749-12-008998.txt
GAMETECH INTERNATIONAL INC,0001045014,True,11,8-K,07/02/2012,https://www.sec.gov/Archives/edgar/data/1045014/000143774912006563/0001437749-12-006563.txt
GANNETT CO INC /DE/,0000039899,False,-1,8-K,12/17/2004,https://www.sec.gov/Archives/edgar/data/39899/000119312504215447/0001193125-04-215447.txt
GARDENBURGER INC,0000859735,True,11,8-K,03/20/2006,https://www.sec.gov/Archives/edgar/data/859735/000110465906018004/0001104659-06-018004.txt
GARDENBURGER INC,0000859735,True,11,8-K,10/17/2005,https://www.sec.gov/Archives/edgar/data/859735/000110465905048783/0001104659-05-048783.txt
GASEL TRANSPORTATION LINES INC,0000936446,False,-1,8-K,01/05/2006,https://www.sec.gov/Archives/edgar/data/936446/000122527906000002/0001225279-06-000002.txt
GASEL TRANSPORTATION LINES INC,0000936446,True,7,8-K,02/07/2005,https://www.sec.gov/Archives/edgar/data/936446/000117184305000054/0001171843-05-000054.txt
Gastar Exploration Inc.,0001431372,True,11,8-K,12/28/2018,https://www.sec.gov/Archives/edgar/data/1431372/000119312518361097/0001193125-18-361097.txt
Gastar Exploration Inc.,0001431372,True,11,8-K,12/18/2018,https://www.sec.gov/Archives/edgar/data/1431372/000119312518352102/0001193125-18-352102.txt
Gastar Exploration Inc.,0001431372,True,11,8-K,11/01/2018,https://www.sec.gov/Archives/edgar/data/1431372/000156459018025960/0001564590-18-025960.txt
"GateHouse Media, Inc.",0001368900,False,-1,8-K,09/27/2013,https://www.sec.gov/Archives/edgar/data/1368900/000119312513381048/0001193125-13-381048.txt
"GEM SOLUTIONS, INC.",0001132590,True,11,8-K,05/15/2008,https://www.sec.gov/Archives/edgar/data/1132590/000141588908000025/0001415889-08-000025.txt
"GEM SOLUTIONS, INC.",0001132590,True,11,8-K,09/27/2007,https://www.sec.gov/Archives/edgar/data/1132590/000110465907071589/0001104659-07-071589.txt
GENCO SHIPPING & TRADING LTD,0001326200,True,11,8-K,07/07/2014,https://www.sec.gov/Archives/edgar/data/1326200/000114036114027824/0001140361-14-027824.txt
GENCO SHIPPING & TRADING LTD,0001326200,True,11,8-K,04/21/2014,https://www.sec.gov/Archives/edgar/data/1326200/000114036114017156/0001140361-14-017156.txt
GENELINK INC,0000941020,True,11,8-K,04/22/2014,https://www.sec.gov/Archives/edgar/data/941020/000094102014000006/0000941020-14-000006.txt
GENERAL GROWTH PROPERTIES INC,0000895648,True,11,8-K,10/27/2010,https://www.sec.gov/Archives/edgar/data/895648/000110465910053799/0001104659-10-053799.txt
GENERAL GROWTH PROPERTIES INC,0000895648,True,11,8-K,04/16/2009,https://www.sec.gov/Archives/edgar/data/895648/000095015209003795/0000950152-09-003795.txt
GENERAL KINETICS INC,0000040675,False,-1,8-K,02/15/2007,https://www.sec.gov/Archives/edgar/data/40675/000092242307000294/0000922423-07-000294.txt
General Maritime Corp / MI,0001443799,True,11,8-K,05/08/2012,https://www.sec.gov/Archives/edgar/data/1443799/000114036112023686/0001140361-12-023686.txt
General Maritime Corp / MI,0001443799,True,11,8-K,11/17/2011,https://www.sec.gov/Archives/edgar/data/1443799/000114036111054212/0001140361-11-054212.txt
GENERAL MOTORS CORP,0000040730,False,-1,8-K,07/08/2009,https://www.sec.gov/Archives/edgar/data/40730/000119312509145536/0001193125-09-145536.txt
GENERAL MOTORS CORP,0000040730,True,11,8-K,07/02/2009,https://www.sec.gov/Archives/edgar/data/40730/000119312509143770/0001193125-09-143770.txt
GENERAL MOTORS CORP,0000040730,True,11,8-K,06/03/2009,https://www.sec.gov/Archives/edgar/data/40730/000119312509124311/0001193125-09-124311.txt
GENON AMERICAS GENERATION LLC,0001126294,True,11,8-K/A,06/06/2018,https://www.sec.gov/Archives/edgar/data/1140761/000110465918038607/0001104659-18-038607.txt
GENON AMERICAS GENERATION LLC,0001126294,True,11,8-K,06/04/2018,https://www.sec.gov/Archives/edgar/data/1140761/000110465918037817/0001104659-18-037817.txt
GENON AMERICAS GENERATION LLC,0001126294,True,11,8-K,01/31/2018,https://www.sec.gov/Archives/edgar/data/1140761/000110465918005247/0001104659-18-005247.txt
GENON AMERICAS GENERATION LLC,0001126294,True,11,8-K,01/30/2018,https://www.sec.gov/Archives/edgar/data/1140761/000110465918004907/0001104659-18-004907.txt
GENON AMERICAS GENERATION LLC,0001126294,True,11,8-K,12/18/2017,https://www.sec.gov/Archives/edgar/data/1140761/000110465917073692/0001104659-17-073692.txt
GENON AMERICAS GENERATION LLC,0001126294,True,11,8-K,06/14/2017,https://www.sec.gov/Archives/edgar/data/1140761/000110465917039160/0001104659-17-039160.txt
"GenOn Energy, Inc.",0001126294,True,11,8-K,07/16/2018,https://www.sec.gov/Archives/edgar/data/1126294/000110465918045289/0001104659-18-045289.txt
"GenOn Energy, Inc.",0001126294,True,11,8-K/A,06/06/2018,https://www.sec.gov/Archives/edgar/data/1126294/000110465918038607/0001104659-18-038607.txt
