,Instrument,Stock Price,Cash and Short Term Investments,Market Value for Company,CIK Number,Inventories (CF),Price,"Working Capital, Period over Period Average (Pvt)",Retained Earnings (Accumulated Deficit),"Working Capital, Period over Period % Change (Pvt)",Bankruptcy Filing Date
193,319126,,819000.0,,,-270000.0,,,-21810000.0,,
194,319126,,819000.0,,,-270000.0,,,-21810000.0,,
195,319126,,819000.0,,,-270000.0,,,-21810000.0,,
196,319126,,819000.0,,,-270000.0,,,-21810000.0,,
197,319126,,819000.0,,,-270000.0,,,-21810000.0,,
198,319126,,819000.0,,,-270000.0,,,-21810000.0,,
199,319126,,819000.0,,,-270000.0,,,-21810000.0,,
200,319126,,819000.0,,,-270000.0,,,-21810000.0,,
201,319126,,819000.0,,,-270000.0,,,-21810000.0,,
202,319126,,819000.0,,,-270000.0,,,-21810000.0,,
203,319126,,819000.0,,,-270000.0,,,-21810000.0,,
204,319126,,819000.0,,,-270000.0,,,-21810000.0,,
205,319126,,819000.0,,,-270000.0,,,-21810000.0,,
206,319126,,819000.0,,,-270000.0,,,-21810000.0,,
207,319126,,819000.0,,,-270000.0,,,-21810000.0,,
208,319126,,819000.0,,,-270000.0,,,-21810000.0,,
209,319126,,819000.0,,,-270000.0,,,-21810000.0,,
210,319126,,819000.0,,,-270000.0,,,-21810000.0,,
211,319126,,819000.0,,,-270000.0,,,-21810000.0,,
212,319126,,819000.0,,,-270000.0,,,-21810000.0,,
213,319126,,819000.0,,,-270000.0,,,-21810000.0,,
214,319126,,819000.0,,,-270000.0,,,-21810000.0,,
215,319126,,819000.0,,,-270000.0,,,-21810000.0,,
216,319126,,819000.0,,,-270000.0,,,-21810000.0,,
217,319126,,819000.0,,,-270000.0,,,-21810000.0,,
218,319126,,819000.0,,,-270000.0,,,-21810000.0,,
219,319126,,819000.0,,,-270000.0,,,-21810000.0,,
220,319126,,819000.0,,,-270000.0,,,-21810000.0,,
221,319126,,819000.0,,,-270000.0,,,-21810000.0,,
222,319126,,819000.0,,,-270000.0,,,-21810000.0,,
223,319126,,819000.0,,,-270000.0,,,-21810000.0,,
224,319126,,819000.0,,,-270000.0,,,-21810000.0,,
225,319126,,819000.0,,,-270000.0,,,-21810000.0,,
226,319126,,819000.0,,,-270000.0,,,-21810000.0,,
227,319126,,819000.0,,,-270000.0,,,-21810000.0,,
228,319126,,819000.0,,,-270000.0,,,-21810000.0,,
229,319126,,819000.0,,,-270000.0,,,-21810000.0,,
230,319126,,819000.0,,,-270000.0,,,-21810000.0,,
231,319126,,819000.0,,,-270000.0,,,-21810000.0,,
232,319126,,819000.0,,,-270000.0,,,-21810000.0,,
233,319126,,819000.0,,,-270000.0,,,-21810000.0,,
234,730469,,17655000.0,,730469.0,-26526000.0,,,80150000.0,,
235,730469,,17655000.0,,,-26526000.0,,,80150000.0,,
236,730469,,17655000.0,,,-26526000.0,,,80150000.0,,
237,730469,,17655000.0,,,-26526000.0,,,80150000.0,,
238,730469,,72931000.0,,,-50965000.0,,,129132000.0,,
239,730469,,72931000.0,,,-50965000.0,,,129132000.0,,
240,730469,,72931000.0,,,-50965000.0,,,129132000.0,,
241,730469,,72931000.0,,,-50965000.0,,,129132000.0,,
242,730469,,14735000.0,,,-41620000.0,,,81099000.0,,
243,730469,,14735000.0,,,-41620000.0,,,81099000.0,,
244,730469,,14735000.0,,,-41620000.0,,,81099000.0,,
245,730469,,14735000.0,,,-41620000.0,,,81099000.0,,
246,730469,,23872000.0,,,-949000.0,,,-27797000.0,,
247,730469,,23872000.0,,,-949000.0,,,-27797000.0,,
248,730469,,23872000.0,,,-949000.0,,,-27797000.0,,
249,730469,,23872000.0,,,-949000.0,,,-27797000.0,,
250,730469,,58623000.0,,,51942000.0,,,-23284000.0,,
251,730469,,58623000.0,,,51942000.0,,,-23284000.0,,
252,730469,,58623000.0,,,51942000.0,,,-23284000.0,,
253,730469,,58623000.0,,,51942000.0,,,-23284000.0,,
254,730469,,105212000.0,,,-529000.0,,,-347425000.0,,
255,730469,,105212000.0,,,-529000.0,,,-347425000.0,,
256,730469,,105212000.0,,,-529000.0,,,-347425000.0,,
257,730469,,105212000.0,,,-529000.0,,,-347425000.0,,
258,730469,,800010000.0,,,71793000.0,,,-223137000.0,,
259,730469,,800010000.0,,,71793000.0,,,-223137000.0,,
260,730469,,800010000.0,,,71793000.0,,,-223137000.0,,
261,730469,,800010000.0,,,71793000.0,,,-223137000.0,,
262,730469,,113163000.0,,,-10804000.0,,,-147977000.0,,
263,730469,,113163000.0,,,-10804000.0,,,-147977000.0,,
264,730469,,113163000.0,,,-10804000.0,,,-147977000.0,,
265,730469,,113163000.0,,,-10804000.0,,,-147977000.0,,
266,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
267,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
268,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
269,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
270,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
271,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
272,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
273,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
274,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
275,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
276,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
277,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
278,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
279,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
280,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
281,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
282,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
283,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
284,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
285,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
286,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
287,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
288,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
289,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
290,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
291,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
292,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
293,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
294,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
295,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
296,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
297,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
298,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
299,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
300,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
301,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
302,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
303,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
304,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
305,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
306,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
307,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
308,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
309,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
310,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
311,730469,,302823000.0,,,-12666000.0,,,-166270000.0,,
312,6201,,1791000000.0,,6201.0,-140000000.0,,,5718000000.0,,
313,6201,,1791000000.0,,,-140000000.0,,,5718000000.0,,
314,6201,,1791000000.0,,,-140000000.0,,,5718000000.0,,
315,6201,,1791000000.0,,,-140000000.0,,,5718000000.0,,
316,6201,,2233000000.0,,,-111000000.0,,,5950000000.0,,
317,6201,,2233000000.0,,,-111000000.0,,,5950000000.0,,
318,6201,,2233000000.0,,,-111000000.0,,,5950000000.0,,
319,6201,,2233000000.0,,,-111000000.0,,,5950000000.0,,
320,6201,,2488000000.0,,,-39000000.0,,,4188000000.0,,
321,6201,,2488000000.0,,,-39000000.0,,,4188000000.0,,
322,6201,,2488000000.0,,,-39000000.0,,,4188000000.0,,
323,6201,,2488000000.0,,,-39000000.0,,,4188000000.0,,
324,6201,,1950000000.0,,,48000000.0,,,677000000.0,,
325,6201,,1950000000.0,,,48000000.0,,,677000000.0,,
326,6201,,1950000000.0,,,48000000.0,,,677000000.0,,
327,6201,,1950000000.0,,,48000000.0,,,677000000.0,,
328,6201,,2606000000.0,,,56000000.0,,,-551000000.0,,
329,6201,,2606000000.0,,,56000000.0,,,-551000000.0,,
330,6201,,2606000000.0,,,56000000.0,,,-551000000.0,,
331,6201,,2606000000.0,,,56000000.0,,,-551000000.0,,
332,6201,,2929000000.0,,,8000000.0,,,-1312000000.0,,
333,6201,,2929000000.0,,,8000000.0,,,-1312000000.0,,
334,6201,,2929000000.0,,,8000000.0,,,-1312000000.0,,
335,6201,,2929000000.0,,,8000000.0,,,-1312000000.0,,
336,6201,,3814000000.0,,,-59000000.0,,,-2125000000.0,,
337,6201,,3814000000.0,,,-59000000.0,,,-2125000000.0,,
338,6201,,3814000000.0,,,-59000000.0,,,-2125000000.0,,
339,6201,,3814000000.0,,,-59000000.0,,,-2125000000.0,,
340,6201,,4715000000.0,,,-7000000.0,,,-1894000000.0,,
341,6201,,4715000000.0,,,-7000000.0,,,-1894000000.0,,
342,6201,,4715000000.0,,,-7000000.0,,,-1894000000.0,,
343,6201,,4715000000.0,,,-7000000.0,,,-1894000000.0,,
344,6201,,4535000000.0,,,-128000000.0,,,-1390000000.0,,
345,6201,,4535000000.0,,,-128000000.0,,,-1390000000.0,,
346,6201,,4535000000.0,,,-128000000.0,,,-1390000000.0,,
347,6201,,4535000000.0,,,-128000000.0,,,-1390000000.0,,
348,6201,,3107000000.0,,,5000000.0,,,-3668000000.0,,
349,6201,,3107000000.0,,,5000000.0,,,-3668000000.0,,
350,6201,,3107000000.0,,,5000000.0,,,-3668000000.0,,
351,6201,,3107000000.0,,,5000000.0,,,-3668000000.0,,
352,6201,,4399000000.0,,,-79000000.0,,,-5136000000.0,,
353,6201,,4399000000.0,,,-79000000.0,,,-5136000000.0,,
354,6201,,4399000000.0,,,-79000000.0,,,-5136000000.0,,
355,6201,,4399000000.0,,,-79000000.0,,,-5136000000.0,,
356,6201,,4496000000.0,,,-81000000.0,,,-5607000000.0,,
357,6201,,4496000000.0,,,-81000000.0,,,-5607000000.0,,
358,6201,,4496000000.0,,,-81000000.0,,,-5607000000.0,,
359,6201,,4496000000.0,,,-81000000.0,,,-5607000000.0,,
360,6201,,4001000000.0,,,,,,-7586000000.0,,
361,6201,,4001000000.0,,,,,,-7586000000.0,,
362,6201,,4001000000.0,,,,,,-7586000000.0,,
363,6201,,4001000000.0,,,,,,-7586000000.0,,
364,6201,,3892000000.0,,,,,,-9462000000.0,,
365,6201,,3892000000.0,,,,,,-9462000000.0,,
366,6201,,3892000000.0,,,,,,-9462000000.0,,
367,6201,,3892000000.0,,,,,,-9462000000.0,,
368,6201,,9251000000.0,,,,,,-11296000000.0,,
369,6201,,9251000000.0,,,,,,-11296000000.0,,
370,6201,,9251000000.0,,,,,,-11296000000.0,,
371,6201,,9251000000.0,,,,,,-11296000000.0,,
372,6201,,7303000000.0,,,,,,-8562000000.0,,
373,6201,,7303000000.0,,,,,,-8562000000.0,,
374,6201,,7303000000.0,,,,,,-8562000000.0,,
375,6201,,7303000000.0,,,,,,-8562000000.0,,
376,6201,,6254000000.0,,,,,,-1230000000.0,,
377,6201,,6254000000.0,,,,,,-1230000000.0,,
378,6201,,6254000000.0,,,,,,-1230000000.0,,
379,6201,,6254000000.0,,,,,,-1230000000.0,,
380,6201,,6359000000.0,,,,,,1640000000.0,,
381,6201,,6359000000.0,,,,,,1640000000.0,,
382,6201,,6359000000.0,,,,,,1640000000.0,,
383,6201,,6359000000.0,,,,,,1640000000.0,,
384,6201,,5066000000.0,,,,,,-1345000000.0,,
385,6201,,5066000000.0,,,,,,-1345000000.0,,
386,6201,,5066000000.0,,,,,,-1345000000.0,,
387,6201,,5066000000.0,,,,,,-1345000000.0,,
388,6201,,4760000000.0,,,,,,136000000.0,,
389,6201,,4760000000.0,,,,,,136000000.0,,
390,65695,,,,65695.0,,,,,,
391,65695,,,,,,,,,,
392,65695,,,,,,,,,,
393,65695,,,,,,,,,,
394,65695,,1000000.0,,,,,,334000000.0,,
395,65695,,1000000.0,,,,,,334000000.0,,
396,65695,,1000000.0,,,,,,334000000.0,,
397,65695,,1000000.0,,,,,,334000000.0,,
398,65695,,0.0,,,,,,228000000.0,,
399,65695,,0.0,,,,,,228000000.0,,
400,65695,,0.0,,,,,,228000000.0,,
401,65695,,0.0,,,,,,228000000.0,,
402,65695,,0.0,,,,,,584000000.0,,
403,65695,,0.0,,,,,,584000000.0,,
404,65695,,0.0,,,,,,584000000.0,,
405,65695,,0.0,,,,,,584000000.0,,
406,65695,,25000000.0,,,,,,186000000.0,,
407,65695,,25000000.0,,,,,,186000000.0,,
408,65695,,25000000.0,,,,,,186000000.0,,
409,65695,,25000000.0,,,,,,186000000.0,,
410,65695,,0.0,,,,,,303000000.0,,
411,65695,,0.0,,,,,,303000000.0,,
412,65695,,0.0,,,,,,303000000.0,,
413,65695,,0.0,,,,,,303000000.0,,
414,65695,,0.0,,,,,,450000000.0,,
415,65695,,0.0,,,,,,450000000.0,,
416,65695,,0.0,,,,,,450000000.0,,
417,65695,,0.0,,,,,,450000000.0,,
418,65695,,0.0,,,,,,602000000.0,,
419,65695,,0.0,,,,,,602000000.0,,
420,65695,,0.0,,,,,,602000000.0,,
421,65695,,0.0,,,,,,602000000.0,,
422,65695,,0.0,,,,,,602000000.0,,
423,65695,,0.0,,,,,,602000000.0,,
424,65695,,0.0,,,,,,602000000.0,,
425,65695,,0.0,,,,,,602000000.0,,
426,65695,,0.0,,,,,,602000000.0,,
427,65695,,0.0,,,,,,602000000.0,,
428,65695,,0.0,,,,,,602000000.0,,
429,65695,,0.0,,,,,,602000000.0,,
430,65695,,0.0,,,,,,602000000.0,,
431,65695,,0.0,,,,,,602000000.0,,
432,65695,,0.0,,,,,,602000000.0,,
433,65695,,0.0,,,,,,602000000.0,,
434,65695,,0.0,,,,,,602000000.0,,
435,65695,,0.0,,,,,,602000000.0,,
436,65695,,0.0,,,,,,602000000.0,,
437,65695,,0.0,,,,,,602000000.0,,
438,65695,,0.0,,,,,,602000000.0,,
439,65695,,0.0,,,,,,602000000.0,,
440,65695,,0.0,,,,,,602000000.0,,
441,65695,,0.0,,,,,,602000000.0,,
442,65695,,0.0,,,,,,602000000.0,,
443,65695,,0.0,,,,,,602000000.0,,
444,65695,,0.0,,,,,,602000000.0,,
445,65695,,0.0,,,,,,602000000.0,,
446,65695,,0.0,,,,,,602000000.0,,
447,65695,,0.0,,,,,,602000000.0,,
448,65695,,0.0,,,,,,602000000.0,,
449,65695,,0.0,,,,,,602000000.0,,
450,65695,,0.0,,,,,,602000000.0,,
451,65695,,0.0,,,,,,602000000.0,,
452,65695,,0.0,,,,,,602000000.0,,
453,65695,,0.0,,,,,,602000000.0,,
454,65695,,0.0,,,,,,602000000.0,,
455,65695,,0.0,,,,,,602000000.0,,
456,65695,,0.0,,,,,,602000000.0,,
457,65695,,0.0,,,,,,602000000.0,,
458,65695,,0.0,,,,,,602000000.0,,
459,65695,,0.0,,,,,,602000000.0,,
460,65695,,0.0,,,,,,602000000.0,,
461,65695,,0.0,,,,,,602000000.0,,
462,65695,,0.0,,,,,,602000000.0,,
