,ISIN,error
RIOCF,CA7669101031,
RDIAF,CA77434W2022,
RTT.Z,,No best match available
RTRAF,CA7759032062,
RRDSF,CA11801R1082,
RYSMF,CA7809192056,
TNFG,US8726061083,
EWPMF,CA27580T1075,
SPY,US78462F1030,
SELSF,CA7849211080,
SGSVF,CA7852461093,
UROFF,CA92330B1031,
SJOE,US7905951023,
GBV.,,No best match available
FOLGF,CA3060711015,
VPC.Z,,No best match available
VAERF,CA03674T1057,
CGAFF,AU000000CGX8,
NXIFF,CA2886642040,
MSII,US58446X2062,
SPGTF,CA8169111017,
CS.1,,No best match available
SGRNF,CA8174991064,
PPEHF,,No best match available
SHGDF,CA85511Y1088,
MTK.Z,,No best match available
SHESF,CA4035271044,
MLKKF,CA5875821079,
MWXRF,CA6034651050,
LUNMF,CA5503721063,
SCMF,US8426321019,
STPJF,CA84359Y1060,
VKIN,US9267951054,
SVM,CA82835P1036,
SPS.,,No best match available
SPVEF,,No best match available
SHVLF,CA85525T2020,
TEUM,US69946T2078,
PHXHF,CA69338U1012,
LTXFF,CA50544R1082,
CECBF,CA15116L1022,
AUAYF,CA00652E5065,
NTSFF,CA63009M1005,
RSSYF,CA74975F2017,
BXEFD,,No best match available
SRYB,US86888W1053,
TIR.1,,No best match available
TYK.Z,,No best match available
TAYC,US8768511060,
USSHF,CA9091725049,
TMCV,US87972L1044,
EQU,,No best match available
TNTU,US88033T1025,
TMGEF,CA88346B1031,
NPCUF,CA0197741089,
TITAF,,No best match available
TPCFF,CA88831E1097,
BRMWF,CA1052541069,
WLDVF,,No best match available
TCHSF,CA89156A1021,
BUKRF,CA4513531067,
BIDCF,,No best match available
3TOPL,,No best match available
PYCFF,CA6218861004,
TVL.1,,No best match available
TNTSF,CA89600C1005,
CLKXF,CA87310A1093,
SGCNF,,No best match available
STMGF,CA85284P1027,
TPSSF,,No best match available
OVTZ,US67575Y1091,
DMX,,No best match available
UPL,,No best match available
SFCJF,CA83401X1087,
UBOH,US9094581017,
BRUZF,CA1348281025,
WLL.Z,,No best match available
SPRWF,CA86860J1066,
NKWFF,CA6298151011,
PRPCF,CA74347D2077,
GBLHF,CA37945M2004,
UVYZY,US9168871021,
JSDA,US48023P1066,
VEGF,,No best match available
VSMMF,CA9179191023,
IGFFF,CA45671C1068,
VSGN,CA4581733090,
RDEXF,CA75686Y4058,
ZUMRF,CA98978C1059,
MBND,US62544X2099,
VITFF,CA92625W1014,
VKR.U,,No best match available
NBAN,US6574771050,
JGBO,US47737R1014,
WIXFF,CA9755291080,
ETRXF,CA29786T1057,
AG,,No best match available
VCIGF,CA92852B1013,
IPT,,No best match available
WNXXF,CA9346322097,
WFGCF,CA94154L2093,
WDA.,,No best match available
EMU,,No best match available
EDVMF,KYG3040R1589,
FAIRF,CA8030071036,
CSOSF,CA2023721087,
SALOF,CA79547T1003,
SIM.2,,No best match available
CIMK,US17185N1000,
WTCRF,CA9599072050,
WPRT,CA9609083097,
GQMLF,CA39119X1033,
WWEXF,CA92890W1095,
WKR.Z,,No best match available
CSPUF,CA1366371054,
HBRM,US42703A2087,
WICEF,CA96948A1003,
WTA.,,No best match available
ADRGF,,No best match available
SOGFF,CA86277F8468,
YNGFF,CA92346R1001,
YZCAY,US9848461052,
AFRIF,CA00818V1031,
SNAVF,CA8551571034,
FCCG,US34416Q1094,
FGBI,US32043P1066,
HOFF,,No best match available
RLH,US7567641060,
OME,,No best match available
6911B,,No best match available
CYGFF,CA23256A1003,
ARMH,US0420681068,
CRTP,,No best match available
PFBC,US7403674044,
SOFO,US83545R2076,
EFTI,US2703181089,
ENLU,US2927621019,
OBP.,,No best match available
GAI,,No best match available
DEAR,US24242R1086,
ANNRF,BMG039101099,
CSBC,US1766821029,
NGEN,,No best match available
RSX.Z,,No best match available
BOTH,US09059E1001,
MDIN,,No best match available
SSG.1,,No best match available
ADPI,US0253531034,
BTSR,US10947N1046,
FTBK,US35907K2042,
YLD.,,No best match available
EZGRP,US27785A2006,
HTBK,US4269271098,
JADE,,No best match available
LBAI,US5116371007,
SKYIQ,US83083D2062,
TCFC,US20368X1019,
PUCCF,CA69834N1069,
FNFG,US33582V1089,
BNCN,US05566T1016,
COMB.,,No best match available
AXYX,,No best match available
MANH,US5627501092,
UPFC,US9113011095,
CPV.1,,No best match available
CRAI,US12618T1051,
DHF,US09660L1052,
ADNY,US00687R1005,
IOX,,No best match available
LHO,US5179421087,
CLEC,KYG224041189,
WUHN,US9825691051,
AWLD.,,No best match available
SFDL,US8139031012,
AMKR,US0316521006,
3BSDS,,No best match available
MAEI,US5563021071,
CPSO,US1406771055,
IPCC,,No best match available
SOCB,,No best match available
POEFF,CA69806Y1060,
VTR,US92276F1003,
FGFH,US3455261079,
MUS,,No best match available
PCLO,,No best match available
SMMF,US86606G1013,
GRUA,,No best match available
MPE.1,,No best match available
FIZN,US3194621070,
EQY,,No best match available
FBMT,,No best match available
3DRUG,,No best match available
FRMC,,No best match available
EVOL,,No best match available
NBD.1,,No best match available
SHS,,No best match available
DIGF,US25386R1014,
IOSP,US45768S1050,
AGTK,US00856J2024,
ICLR,IE0005711209,
LLL,,No best match available
PRZFF,CA74270U3091,
CANI,,No best match available
IDXG,US46062X2045,
WCN,CA94106B1013,
AXTI,US00246W1036,
AWX,US05343P1093,
NEFF,,No best match available
HIX,US95766J1025,
SFNS,US86606J1051,
SLCH,US8492051094,
CZBC,US1729501072,
CLRS.,,No best match available
CATC,,No best match available
QMXGF,CA74735D1087,
HCKT,US4046091090,
MDPCF,CA5579031017,
IHCH,US45821T1088,
ULTI,US90385D1072,
HZO,US5679081084,
RAE,,No best match available
HWBK,US4204761039,
IPLY,US4606151078,
CNRD,US2083051027,
ARPC,,No best match available
SLGI,US81372Q1022,
NWMT.,,No best match available
FNHM,US3025282035,
GIL,CA3759161035,
FLYR,US63935R1086,
SCOO,US8078641037,
PANC,,No best match available
CZBT,US17316V1044,
HAST,,No best match available
MSTR,US5949724083,
SKAS,US79380Q2057,
UNB,US9054001071,
SUMT,US8666151076,
LZR,,No best match available
CXDO,US2265521078,
CBKM,US2105091050,
BEBE,,No best match available
TYCB,US8768381035,
EGBN,US2689481065,
GISX,US37934A1007,
COBZ,US1908971088,
ORRF,US6873801053,
OMM.1,,No best match available
AVIT,US05348F2056,
GTCC.,,No best match available
CTSH,US1924461023,
CRRWF,VGG2157A1158,
PBCO,US7103111016,
RH,US74967X1037,
DOX,,No best match available
APES,US00437U1060,
FNLC,US31866P1021,
GGB,US3737371050,
ATDEF,CA6120422002,
BRBI,,No best match available
CEDCQ,US1534351028,
GNVC,US37246C4069,
TSQ,US8922311019,
WBCO,US9373031056,
DNI,US25538A2042,
TRDO,IE0033216122,
TLVA,PLTLVPL00022,
VVR,US46131H1077,
GRNB.,,No best match available
CMLS,,No best match available
KG,,No best match available
LMIA,US5020791068,
HYF,,No best match available
RHAYY,US7623972061,
MIPS,,No best match available
SOMH,US8347281078,
EDFY,US2796571006,
CSGP,,No best match available
BOCH,,No best match available
TFS.,,No best match available
PNLYY,AU0000015083,
CLS,CA15101Q1081,
GRWIF,,No best match available
RSG,US7607591002,
XPITX,US46127A1088,
ABGX,,No best match available
EAS2,,No best match available
DFIFF,CA25260V1031,
GT.A,CA3789461074,
PFBX,US71103B1026,
FCCO,,No best match available
ESIMF,IL0010829245,
BCSB,US0553671068,
KCG.1,,No best match available
3ABHH,,No best match available
CTQN,US1479101032,
SKYEY,US8308082002,
UCFC,US9098391025,
RTLX,IL0010806706,
ADGF,US0062282092,
APAB,,No best match available
HBIA,US4316431059,
CULS,US2214921015,
FMAO,US30779N1054,
3FULB,,No best match available
URAGF,CA40444R1001,
SBP,,No best match available
FMC.Z,,No best match available
THEGQ,US9011671065,
BIRT,US00508B1026,
CFNL,US14149F1093,
DMKBA,US24847N1063,
IIBK,,No best match available
OVOE,US6824212012,
NTOL,US6387891079,
RBCAA,US7602812049,
DYAX,US26746E1038,
TMN.1,,No best match available
LEU,US15643U1043,
HHY,,No best match available
ELON,US27874N3035,
ELBO,,No best match available
AFXSF,CA00106W1023,
SMED,US8200171010,
TCYSF,CA8789501043,
CACS,,No best match available
DHY,US22544F1030,
EPD,US2937921078,
3HCAR,,No best match available
PFSCD,,No best match available
GAMT,US37934J2006,
JVNCF,CA4811582028,
MTEX,US5637712036,
ARAO,US05153V1052,
SAL,,No best match available
UFMC,,No best match available
CVNSQ,US21254R2085,
PACR,,No best match available
HDII,US44914V1044,
INOH,US4532291063,
OPEN.,,No best match available
DTLK,US2379341041,
ECLP,US2788561098,
SRFDF,,No best match available
GBTB,US3614621049,
3PTON,,No best match available
UWHR,US9181831044,
SPGR,,No best match available
CATT,US1490161072,
DRIV.,,No best match available
OYSM,US67421G1040,
MERB,,No best match available
SCIL,,No best match available
SGRZ,US8618371020,
CVG,,No best match available
GNLAF,CA37183V1022,
TERN,,No best match available
IHR,,No best match available
CLK.2,,No best match available
UAMA,,No best match available
CCI,US22822V1017,
GLBC,BMG3921A1751,
TFSM,US9013142032,
LIME,,No best match available
PPCO,US7097541053,
AXB.Z,,No best match available
ENTU,,No best match available
AMBFF,,No best match available
ASPM,US0452351085,
VDSC.,,No best match available
PNOT,US7031862052,
PPLS,US7041601003,
DLGI,US23804Q1022,
0484B,NL0013671050,
GSCB,US39233Q1094,
APO.2,,No best match available
FNCB,US3025781093,
CRGO,,No best match available
3UBMI,,No best match available
IRNS,US4632282053,
VISRF,CA92833P1045,
PRYNF,CA0563621063,
EVAI,US29038L2079,
CETX,US15130G6008,
FLXT,US33938W2061,
ZPTAF,CA86880Y1097,
GMNI,US36866G1013,
TIGE,US88674J1088,
UFBV,US9135131079,
CMFV,US20038W1036,
IXYS,US46600W1062,
GCA.Z,,No best match available
SMCE,US78446R1086,
THCG,US87242T1016,
RIBT,US7628312040,
FRPT.,,No best match available
CPCGF,CA12615N1015,
LEAP,US5218633080,
EBAY,US2786421030,
PLKI,,No best match available
VIAS1,,No best match available
0069A,,No best match available
GS,US38141G1040,
EMAN,,No best match available
3FNSW,,No best match available
IFRTF,CA4599761067,
GEOY,US37250W1080,
POM4,,No best match available
ELCI,US2766501082,
PTSH,US69366Q6008,
GIXEF,,No best match available
UCHC.,,No best match available
MFNC,,No best match available
KDOZF,AIG5259K1050,
DVW,,No best match available
SCMWY,US8710131082,
XBKS,US98410X1054,
YUII,US9884321004,
SFFS,US83607V1044,
AQN,CA0158571053,
MBRTF,,No best match available
MERR,,No best match available
3SERC,,No best match available
IMGM,US45248V1089,
GECR,US3731451015,
QMMI,US74727M3060,
CITZ.,,No best match available
MDTR,,No best match available
3EVCL,,No best match available
BSYI,CA09068L1031,
CRGS,US23127Q1022,
TWAV.,,No best match available
IXSBF,CA45771Q1046,
TGLO,US88335R1014,
IFUE,,No best match available
FDX1,ARDEUT110962,
WBMD,US94770V1026,
ADDL,US0073911051,
QSEP,US74736R1068,
7615B,,No best match available
AGCBF,CA02301T1084,
GSPT,US38119W2061,
FNFI,US33582N1063,
ONT,,No best match available
BFNBQ,US0733341046,
CHWWF,CA16550A1075,
EVF,US27826S1033,
UMG.P,,No best match available
UCBHQ,US90262T3086,
NST1,,No best match available
DVTS,,No best match available
WMTM,US9641091023,
HKY.Z,,No best match available
OGE1,CH0011445167,
ABVV,US00389Y2054,
DNXWF,CA26817E1079,
AOBC,US02874P1030,
FNHC,US31431B1098,
IEI.,,No best match available
TXUI,US8828381058,
NTIP,US64121N1090,
PB,US7436061052,
UBNC,US90520V1035,
FIORF,,No best match available
VABK,US9280311039,
ALD.1,,No best match available
SPIN,,No best match available
PAA,US7265031051,
EXMCQ,LR0008764684,
0190A,,No best match available
3632B,,No best match available
CSVI,US20539A1051,
PCYG,US7002153044,
USIO,US9173131080,
TLI,US95790J1025,
SKRRF,KYG735374103,
CVVT,US1694762071,
AEE1,DE000A1PG979,
ATMO,,No best match available
GGLR,,No best match available
3BLLI,,No best match available
AAC.1,,No best match available
BREK,US1067861062,
TKTM,US88633P3029,
GWDAF,CA36485M1095,
APDTQ,US0208142085,
PFCB,US69333Y1082,
SNBR,US83125X1037,
CNXT.,,No best match available
CJBK,US1537701021,
SUPR,,No best match available
HTHXF,CA4190181061,
EMP1.,,No best match available
GEEK,US46058Y1091,
URVNF,CA91703R1091,
VAIL,US9187791093,
CLAI.,,No best match available
TUDMF,CA88606N1024,
HIFN,US4283581050,
BCOR,,No best match available
CNQR,US2067081099,
LR..,,No best match available
MCBI.,,No best match available
ALIF,,No best match available
CTEK,,No best match available
BHY,,No best match available
FME.Z,,No best match available
CSHB,US2040461061,
XNNHQ,US9841171013,
KNGS,US49689D2053,
XLB,US81369Y1001,
ALRT,,No best match available
WFBC,US97111W1018,
ASCBQ,US0435091089,
NEGY.,,No best match available
VMII,US9286222081,
3OKFC,,No best match available
HYBT,US42831T1034,
CFBK,US15346Q4001,
LNCB,US5328791034,
ONFC,US6824791007,
GCBC,US3943571071,
IVFZF,US46184H3012,
FCAP,,No best match available
FPFCQ,US33610T1097,
GDEN,US3810131017,
SKVI,US8307032032,
UDWKQ,,No best match available
KZIA,US48669G1058,
EFSC,US2937121059,
VITA.,,No best match available
SBSAA,US8464258339,
SEVT,US86606A1043,
STL,US85917A1007,
HT,US4278255009,
AVIX.,,No best match available
CRMIQ,,No best match available
RPTTF,CA75971G1019,
NVDA,US67066G1040,
9693B,,No best match available
FNLY1,,No best match available
9698B,,No best match available
FEV,,No best match available
EMI,,No best match available
MMV,,No best match available
CEV,US27826F1012,
EVO,,No best match available
EVP,US27826T1016,
EVJ,,No best match available
EVY,US27826W1045,
AUPH,CA05156V1022,
EVN,US27826U1088,
FLIP,US30266R1068,
HGOCF,CA4269283053,
MSBC,US6050151066,
AXL,US0240611030,
ARJ,,No best match available
TOFC,US8917691011,
CZFC,US17462Q1076,
ETM,US2936391000,
