,RIC,error
00972D105,AKBA.O,
929334100,WTBFA.PK,
00162Q650,,No best match available
33739K104,,No best match available
74365B208,PRGBQ.PK,
940610108,WASH.O,
G5258J109,,No best match available
74736L109,QTWO.K,
90214J101,TWOU.O,
46138E644,,No best match available
78468R879,,No best match available
46431W408,,No best match available
46431W309,,No best match available
957116106,,No best match available
007786106,HIVE.K^H19,
499053106,GUD.TO,
400110102,GRUB.K,
967797101,,No best match available
338307101,FIVN.O,
45174L108,KANG.O^A19,
68375Y109,,No best match available
969465608,,No best match available
21887L107,CORI.O^K18,
976072306,,No best match available
18889W107,CATI.PK,
14153Q108,,No best match available
89677Y100,TPVG.K,
60786M105,MC,
00768Y644,,No best match available
482422102,,No best match available
98499F934,,No best match available
29336T100,ENLC.K,
70599U939,,No best match available
34964F109,FOR.V,
33738R704,,No best match available
33738R696,,No best match available
37950E184,,No best match available
190432203,COCBF.PK,
37950E176,,No best match available
62544S200,MCET.PK,
132061409,,No best match available
78468R846,,No best match available
732857107,POPE.O,
125525105,,No best match available
03820J100,AGTC.O,
68276G108,ONh.V,
87265K102,TSLX.K,
01560D101,,No best match available
05328X101,,No best match available
29272C103,WATT.O,
N6865W105,,No best match available
00762V109,ARE.TO,
M68830104,,No best match available
02318Y108,AMBR.K^G19,
04789U201,ATG.V,
743322109,PGSC.PK,
05155P106,,No best match available
58506Q109,MEDP.O,
05354K304,AVP.TO,
48273J107,KTWO.O^K18,
948596101,WB.O,
265269209,DPM.TO,
50187J108,LEJU.K,
00847L100,AGRX.O,
887399103,TMST.K,
67062H106,,No best match available
01438T106,ALDX.O,
126600105,CVBF.O,
17878Y108,CVEO.K,
054802103,,No best match available
140501107,CSWC.O,
014339105,ALDR.O,
007947104,,No best match available
826640203,,No best match available
811292101,SCYX.O,
876108101,TEDU.O,
00548A106,ADMS.O,
G7234P100,,No best match available
05544A109,BGSF.K,
74999J932,,No best match available
74832E108,,No best match available
757268107,RDV.TO^J09,
336142104,FREVS.PK,
33739M100,FPL,
45857P806,IHG,
67075E108,JMLP.K,
85299E936,,No best match available
716817200,PETV.PK,
55261R108,,No best match available
04099D931,,No best match available
74347B508,,No best match available
10316T104,BOX,
81761R109,SERV.K,
898570106,,No best match available
138035100,WEED.TO,
00162Q668,,No best match available
302635107,FSK,
139674105,CCBG.O,
98979J109,ZOES.K^K18,
71742Q106,PAHC.O,
70432V102,PAYC.K,
Y7199Q937,,No best match available
09228G101,BLCK.PK,
55024W105,,No best match available
71399K931,,No best match available
00790R104,WMS,
163075104,CMCM.K,
57667T100,MTLS.O,
G0751N103,,No best match available
89685A102,,No best match available
58503D200,MDIT.PK,
397888108,,No best match available
G73268107,,No best match available
02917R108,,No best match available
55024T102,,No best match available
55378G102,MTBC.O,
868153107,SDPI.K,
15136X102,CNGO.PK,
97717W463,,No best match available
97717W638,,No best match available
97717W356,,No best match available
97717X503,,No best match available
97717W489,,No best match available
58605Q109,,No best match available
89977P106,TOUR.O,
Y2687W108,,No best match available
040098303,ARET.PK,
Y8155R117,,No best match available
15708Q105,,No best match available
810186106,SMG,
644465106,GF,
55068R202,LUXTY.PK^C19,
893929208,,No best match available
451055305,ICON.O,
03878K207,,No best match available
292766102,ERF.TO,
85528X101,,No best match available
737525204,PSTRQ.PK,
92299C936,,No best match available
603380106,NERV.O,
25490F100,,No best match available
148806102,CTLT.K,
98936J101,ZEN,
62999G933,,No best match available
75599C938,,No best match available
49338L103,KEYS.K,
G8807B106,,No best match available
67011P100,DNOW.K,
129915203,,No best match available
08135F107,,No best match available
14740B606,,No best match available
155432107,,No best match available
68557A200,,No best match available
10511J109,BBLa.TO,
94155W105,WBR.TO,
G07021127,,No best match available
251596102,,No best match available
12913L203,CWL.TO,
90042T107,TKCI.PK,
135312106,,No best match available
684000102,OPB.O,
345492102,,No best match available
64976L208,NYRT.K^K18,
688281104,OSK.TO,
136348109,,No best match available
13677F101,CWB.TO,
42772P102,HLBYL.PK,
449520303,,No best match available
502100100,,No best match available
701877102,PE,
53803X105,LOB.O,
14916J102,CET.TO,
15745J205,,No best match available
521129205,CTU.V,
34799R930,,No best match available
172595100,CRW_u.TO^G12,
98978Y107,,No best match available
92999G930,,No best match available
66561Y107,NPS.TO^J18,
19238T100,CGO.TO,
989215108,,No best match available
098546104,BNE.TO,
87377X109,IPO-TAG.W^E14,
Y7092Y102,,No best match available
60739U204,MOBL.O,
48138L107,JMEI.K,
236058103,,No best match available
448937508,IBT.V,
268461365,,No best match available
831022116,SRT_u.TO,
22163N106,BCB.TO,
86326Q108,SCB.TO,
13124N103,CBL.TO,
46434W108,,No best match available
93964W108,WPG,
23286A104,DXI.TO,
03675A105,,No best match available
74586Y102,PLFX.PK,
293916102,,No best match available
46434V787,,No best match available
380591107,,No best match available
30150P109,XTC.TO,
379606106,GLRI.PK,
46434X106,,No best match available
698814100,FRSH.O^E19,
171278104,,No best match available
03990B101,ARES.K,
90385Q108,,No best match available
27743M106,ER.TO,
278893102,EVT.TO,
L72967109,,No best match available
350258307,,No best match available
42727J102,HRTG.K,
127686103,CZR.O,
78442P106,SLM.O,
37851P106,,No best match available
319384301,,No best match available
38153L108,,No best match available
066286303,,No best match available
36199H933,,No best match available
74640L104,,No best match available
74640M102,,No best match available
233051762,,No best match available
595922105,,No best match available
74640J109,,No best match available
40851T102,HMMa.TO,
416167104,,No best match available
233051838,,No best match available
46138G870,,No best match available
30253R101,,No best match available
46434V779,,No best match available
46434V761,,No best match available
03834Q108,APPG.PK^B19,
960417103,WLKP.K,
401339304,GCGa.TO,
59299A004,,No best match available
74071W108,,No best match available
45826W106,,No best match available
74399O937,,No best match available
318093101,FTG.TO,
42979J107,,No best match available
43236D107,,No best match available
436913107,HCG.TO,
38119T807,GSC.TO,
02337M101,,No best match available
38137C109,,No best match available
L0427L105,,No best match available
62799B936,,No best match available
057101107,,No best match available
452892102,III.TO,
75508B104,RYAM.K,
97717X610,,No best match available
97717X594,,No best match available
61179L100,MR,
G58249106,,No best match available
53263P105,LMB.O,
75399X934,,No best match available
59199A005,,No best match available
461208209,IVX.V,
00927V200,BOS.TO,
98954L103,,No best match available
276855509,ELR.TO,
01609W102,BABA.K,
44052E104,,No best match available
92763M105,VNOM.O,
65333S208,,No best match available
46643C109,,No best match available
69318Q104,PBFX.K,
89785L107,TRUE.O,
90214L106,ETFM.PK,
127097103,COG,
981912207,,No best match available
01374T102,ABDC.O,
63008J108,NAOV.O,
53278L107,LNR.TO,
541411401,LGTb.TO,
56854Q101,MRNS.O,
873787402,TAH.TO^K09,
552697104,MDCA.O,
553042102,,No best match available
554787101,,No best match available
147664205,,No best match available
415569102,HVCW.PK,
67098B107,NLBS.PK,
07159Y109,,No best match available
66987E206,NG.TO,
591307103,MET.V,
921078101,,No best match available
33739N108,,No best match available
98979G105,,No best match available
670902402,NWI.CD,
382129104,,No best match available
80918C106,,No best match available
683476600,OPW.V,
65342H102,NXEO.O^C19,
249836107,,No best match available
742950108,,No best match available
46134L105,ISTR.O,
609286109,ME.TO,
231176108,,No best match available
71648W108,,No best match available
49803L109,,No best match available
38268T103,GPRO.O,
039697107,ARDX.O,
68759M101,ORV.TO,
87164F105,SNDX.O,
65020P103,,No best match available
247916208,DNR,
Q73622104,,No best match available
65341B106,NEP,
381061100,GGROU.PK,
03209R103,AMPH.O,
97382J102,,No best match available
92242T101,VEC,
233051754,,No best match available
697900108,PAAS.TO,
006855100,,No best match available
83587V108,,No best match available
699320206,POU.TO,
32026V104,FFWM.O,
70706P104,PGF.TO,
674482203,OBE.TO,
87165B103,SYF,
69331T101,PFB.TO,
49428J109,KE.O,
66705Y104,,No best match available
G5866L108,,No best match available
74022D308,PD.TO,
575385109,DOOR.K,
531465102,LTRPA.O,
744602608,,No best match available
122449200,,No best match available
748314101,,No best match available
739721108,PSK.TO,
46431W705,,No best match available
46431W606,,No best match available
46434VAA8,,No best match available
46434VAJ9,,No best match available
75955J204,RLMD.PK,
76547T106,,No best match available
862926102,,No best match available
46090A606,,No best match available
17965L100,CVG.TO,
381544105,,No best match available
50499K934,,No best match available
78467C105,,No best match available
787188507,,No best match available
85916T100,,No best match available
88104R209,TERP.O,
846511103,SPKE.O,
98885E103,ZFGN.O,
80621M201,,No best match available
88157K101,,No best match available
040413106,ANET.K,
46434V746,,No best match available
576810105,MTNB.K,
748362100,,No best match available
910187103,UDFI.PK,
46434V720,,No best match available
46434V712,,No best match available
78463X392,,No best match available
78463X434,,No best match available
78463X426,,No best match available
78463X418,,No best match available
51829Y107,LATX.PK,
870334109,SWEE.PK,
17275R102,CSCO.O,
74993W004,,No best match available
816344105,,No best match available
85769Y107,,No best match available
09257W100,BXMT.K,
717071104,PFNX.K,
49448Q109,KXS.TO,
74735E106,,No best match available
087860102,,No best match available
884119108,,No best match available
887404101,TIM.TO^B12,
46123X409,INVT.PK,
36249W104,GGZ,
42226A107,HQY.O,
90224J109,,No best match available
903396109,,No best match available
91707P208,URBa.TO,
46434V738,,No best match available
46434V696,,No best match available
925627101,,No best match available
46434V621,,No best match available
92850E107,,No best match available
46434V613,,No best match available
62472V100,,No best match available
78463X384,,No best match available
78463X376,,No best match available
972635106,,No best match available
973151103,,No best match available
97535P104,WPK.TO,
78463X350,,No best match available
78463X368,,No best match available
78463X343,,No best match available
863443107,,No best match available
78463X335,,No best match available
98370R106,,No best match available
87160L106,SXI.TO,
986191302,YRB.TO,
00972X200,,No best match available
517907101,LASa.TO,
740391107,,No best match available
45323J103,,No best match available
492564109,,No best match available
834203200,SLNO.O,
101122109,,No best match available
436440101,HOLX.O,
00305P106,,No best match available
872384102,,No best match available
13767T102,CANL.PK,
153436100,CEE,
095573101,BHBK.O^D19,
46641Q100,,No best match available
48113W102,JOY.TO,
137639209,ICE.TO,
18683A103,CLIS.PK,
898202106,TRUP.O,
00299P930,,No best match available
62899V006,,No best match available
78667J108,SAGE.O,
822634101,SHLX.K,
46266A109,IRMD.O,
N51488117,,No best match available
Y9384M101,,No best match available
G4783X105,,No best match available
M84108105,IPO-RNAI.C^G14,
729640102,PLYM.K,
13765N107,CNNE.K,
69290R104,,No best match available
38148E102,,No best match available
29872N103,,No best match available
G6S01W108,,No best match available
00599Q000,,No best match available
454072109,,No best match available
91349P103,,No best match available
72302R104,,No best match available
73871P107,POIh.V,
33739R109,,No best match available
42328V504,HSDT.O,
M2682V108,,No best match available
98979H202,ZSAN.O,
516544103,LNTH.O,
M67872107,,No best match available
46071F103,XENT.O,
88883P101,,No best match available
45252L103,IMDZ.O^D19,
Y8977Y100,,No best match available
042161208,,No best match available
046513107,ATRA.O,
88104P104,,No best match available
67576A100,OCUL.O,
548862101,LOXO.O^B19,
98600P201,,No best match available
10948W103,BSIG.K,
00773U108,ADVM.O,
M68008115,,No best match available
92555T102,,No best match available
92647N824,,No best match available
92647N782,,No best match available
92647N766,,No best match available
92686J106,VKTX.O,
89853L104,TTOO.O,
781386206,RMBL.O,
868908104,SPRS.PK,
00973N102,AKTS.O,
04589O934,,No best match available
01299S932,,No best match available
25456K101,DPLO.K,
Y3262R100,,No best match available
45173K101,,No best match available
29164W100,,No best match available
92206Q101,,No best match available
92206G103,,No best match available
92206H101,,No best match available
399818103,GRWC.PK,
92206N108,,No best match available
92206M100,,No best match available
247131105,,No best match available
47109U104,JOF,
58461X107,,No best match available
46434V647,,No best match available
46434V639,,No best match available
00768Y636,,No best match available
60979P105,,No best match available
25381F102,DGLT.PK,
85711T305,,No best match available
55414P702,MBVXQ.PK,
92210C106,,No best match available
98600T104,,No best match available
M8216Q200,,No best match available
12591N109,,No best match available
12811T100,,No best match available
86777J108,,No best match available
44052H107,,No best match available
001004100,ADMT.PK,
00430H102,AXDX.O,
00162Q643,,No best match available
268603107,LOCO.O,
29428P107,EPRSQ.PK,
315721407,FCSC.O,
024600108,ABMC.PK,
76658B100,,No best match available
030143309,,No best match available
037916103,,No best match available
68906L105,OTIC.O,
60845Q105,,No best match available
460915200,,No best match available
04624N107,AST^C19,
87265Y102,,No best match available
830135208,,No best match available
00510L106,AT.TO,
46435A105,,No best match available
46090P108,,No best match available
46140U107,,No best match available
91828K203,,No best match available
453415309,ICD,
645673104,IRL,
64157V108,NBEV.O,
584690309,,No best match available
585013105,MZEIQ.PK,
28252A103,RNWR.PK,
588538108,MFGI.PK,
55281E103,MBKL.PK,
98425R200,,No best match available
33739T105,,No best match available
56502D106,MBK_u.TO,
82936K102,,No best match available
G07025201,,No best match available
M96883109,,No best match available
33738R886,,No best match available
92189F627,,No best match available
38115J100,,No best match available
G7041T105,,No best match available
212326102,CFRX.O,
91730T201,USCS.PK,
530307305,LBRDK.O,
629410606,NTN,
879105104,THQ,
88162F105,TTI,
925815102,VICR.O,
16943W204,CGA,
25459Y199,,No best match available
25459Y173,,No best match available
576817209,,No best match available
25459Y181,,No best match available
92765X208,,No best match available
86664M206,SNBP.PK,
903510105,UGE.V,
00768Y628,,No best match available
89399F934,,No best match available
30233M107,,No best match available
00928L300,ABWN.PK,
25459Y264,,No best match available
34417J104,FCUV.PK,
92647N774,,No best match available
762582203,,No best match available
45986D104,,No best match available
742646102,PSWR.PK,
22282L106,,No best match available
74347B870,,No best match available
74347B888,,No best match available
179818109,CLSI.PK,
56510H107,,No best match available
33739Q408,,No best match available
39260X100,GNBC.O^A19,
865125108,SMC.TO,
05350V106,AVNS.K,
655212207,NNUP.PK,
88907J107,,No best match available
804748101,,No best match available
05455L102,,No best match available
05964H006,,No best match available
81362J100,EYES.O,
92847N103,,No best match available
914090105,UNIB.PK,
007928104,,No best match available
46133C106,,No best match available
09247A101,,No best match available
22413E104,,No best match available
387328107,GVA,
13057Q206,CRC,
765816103,RDGA.PK,
98919V105,ZAYO.K,
14912L002,,No best match available
515098101,LSTR.O,
N20947102,,No best match available
34986J105,FWP.O,
33739Q309,,No best match available
073302101,,No best match available
466212107,,No best match available
09256G106,,No best match available
685564106,,No best match available
46434V571,,No best match available
703797100,,No best match available
488401100,KMPR.K,
042166801,AMNF.PK,
47586P107,,No best match available
42980H108,,No best match available
52728X208,LXE.V,
91336L107,UNVR.K,
04516H101,,No best match available
218730109,CVRS.K,
174615104,CZFS.PK,
M46135105,,No best match available
N71542109,,No best match available
20343A101,CMTV.PK,
Y7093B101,,No best match available
74347B839,,No best match available
94419L101,W,
000360206,AAON.O,
58503T106,MDLY.K,
22530J200,CREX.O,
268817301,EPEO.PK,
270313208,ESSE.PK,
16939N101,CIWT.PK,
285848107,ELST.PK,
292906203,,No best match available
294017108,,No best match available
68620P101,OGI.TO,
00400R106,,No best match available
00400R205,,No best match available
00400R304,,No best match available
00400R403,,No best match available
00400R601,,No best match available
00400R700,,No best match available
00400R809,,No best match available
178867107,CIVB.O,
00400R874,,No best match available
918255100,,No best match available
00400R882,,No best match available
G2615J104,,No best match available
76243J105,RYTM.O,
69924R108,PGRE.K,
391416104,GWB,
24983L104,DERM.O,
47099E938,,No best match available
17887L105,,No best match available
64129W101,,No best match available
92854Q106,VSLR.K,
13089P101,CALA.O,
903318103,USDP.K,
29399R934,,No best match available
862121100,STOR.K,
923451108,VBTX.O,
N01045108,,No best match available
33939L779,,No best match available
29272D101,EHT.V,
12654A101,CNXM.K,
68573E103,,No best match available
456696103,IAIC.PK,
75973C108,ROE.V,
33739P103,,No best match available
29272M101,,No best match available
055710107,,No best match available
27783W105,EBM.V,
39571U605,GERS.PK,
46141U106,,No best match available
46142R102,,No best match available
00087B101,,No best match available
29102R106,EMH.V,
31679P109,FSAM.PK,
480695931,,No best match available
31864F106,,No best match available
12554Q107,,No best match available
67062W103,,No best match available
54959L101,LWEL.PK,
46138E560,,No best match available
98872E108,,No best match available
78467V863,,No best match available
69354M108,PRAH.O,
629445206,NVEC.O,
98420N105,XENE.O,
76803X106,RCBC.PK,
12651E106,CTTH.PK,
12508E101,CDK.O,
90290T106,,No best match available
928583400,,No best match available
05348P401,,No best match available
589889104,MMSI.O,
46138J866,,No best match available
46138J841,,No best match available
46138J809,,No best match available
46138J874,,No best match available
78463X228,,No best match available
826400103,SRMC.PK^E19,
78463X277,,No best match available
78463X293,,No best match available
358039105,FRPT.O,
92645B103,VCTR.O,
91843L103,,No best match available
74371L109,PRTO.O,
17322U207,CTXR.O,
28470R102,ERI.O,
03153E108,,No best match available
83084J103,SKYS.O,
89679E300,TBK.O,
G9019D104,,No best match available
M74231107,,No best match available
26922A701,,No best match available
110763109,BCOh.V,
83615L106,,No best match available
09073N201,BSGM.O,
174610105,CFG,
39013L882,GBSNQ.PK,
035623107,,No best match available
210737300,CNS.V,
428104103,HESM.K,
56155L108,TUSK.O,
23805U102,,No best match available
92852W204,VIVE.O,
46434G509,,No best match available
19249H103,CHRS.O,
Y23729109,,No best match available
59116R107,,No best match available
443573100,HUBS.K,
94999Q009,,No best match available
82967C102,,No best match available
379900509,GMX.TO,
901773101,TLCC.PK,
18385P200,,No best match available
00214Q203,,No best match available
00214Q401,,No best match available
12532H104,GIBa.TO,
G330AG107,,No best match available
58409L306,MRT^E19,
92647N816,,No best match available
042765792,,No best match available
74599C931,,No best match available
458354107,IRO.V,
48277D601,KWG.CD,
26922A800,,No best match available
74347W536,,No best match available
59162N109,MRU.TO,
198281107,,No best match available
494472103,,No best match available
927864108,,No best match available
099406100,BOOT.K,
709311104,,No best match available
31572Q808,FGEN.O,
918471103,,No best match available
26923G103,,No best match available
G6891L105,,No best match available
530562107,LHS.CD,
64157F103,NVRO.K,
759937303,,No best match available
257454108,DM^A19,
92823J100,,No best match available
786416206,,No best match available
592689103,,No best match available
316188101,,No best match available
316188309,,No best match available
316188200,,No best match available
74347B813,,No best match available
578901100,MAZh.V,
74640H103,,No best match available
74640G204,,No best match available
413247107,,No best match available
59290A102,,No best match available
Y62134104,,No best match available
44052L207,,No best match available
49451A405,KCC.V,
448740100,,No best match available
46434G608,,No best match available
46431W853,,No best match available
G2118P102,,No best match available
M8001Q100,,No best match available
882905201,,No best match available
26922A602,,No best match available
Y6499A931,,No best match available
73102T100,,No best match available
959274101,,No best match available
40449J103,HABT.O,
585553100,MELR.PK,
33737J505,,No best match available
37954Y491,,No best match available
64066G101,,No best match available
20786J106,,No best match available
98139A105,WK,
895735108,,No best match available
74932R108,,No best match available
24372A305,DPDW.PK,
74932U101,,No best match available
74932V208,,No best match available
74933A104,,No best match available
74933B102,,No best match available
37950E143,,No best match available
37950E135,,No best match available
02072L102,,No best match available
648691103,SNR,
21833P103,CRBP.O,
82621J105,SIEN.O,
87166B102,SYNH.O,
91544A109,UPLD.O,
392709101,GRBK.O,
25822C205,DIIb.TO,
33718X101,,No best match available
33732G100,,No best match available
21075N204,MCF,
916911100,,No best match available
33732K101,,No best match available
45810H107,,No best match available
33732M107,,No best match available
33732P100,,No best match available
33732Q108,,No best match available
33739V100,,No best match available
35063X107,FA.V,
33739W108,,No best match available
33732J104,,No best match available
257553206,DMMOY.PK,
00214Q104,,No best match available
00214Q302,,No best match available
00162Q635,,No best match available
920904109,,No best match available
47973J102,JYNT.O,
05477Y108,AZZ.TO,
459044103,IBOC.O,
39099Q938,,No best match available
132061508,,No best match available
75046J106,,No best match available
33739P202,,No best match available
33734X853,,No best match available
33739Q200,,No best match available
26853A100,EHIC.K^D19,
640442109,NMRD.O,
044104107,AINC.K,
293596300,ESGI.PK,
902910108,,No best match available
51508J108,LMRK.O,
45780V102,,No best match available
88199C935,,No best match available
46641Q209,,No best match available
G0750C108,,No best match available
835428202,,No best match available
049836208,ATIS.O,
G8675X107,,No best match available
101706208,,No best match available
019589308,,No best match available
46090F100,,No best match available
05463W108,AIOM.PK,
59511X105,MICR.K,
339750101,FND,
762819100,RMP^G18,
60879B107,MOMO.O,
682163100,ONDK.K,
92189F379,,No best match available
90916U107,UNIR.PK,
26924G201,,No best match available
92257T707,,No best match available
440894103,HDP.O^A19,
90915J103,UFAB.K,
29406Q101,,No best match available
64829B100,NEWR.K,
05580G101,,No best match available
09658Q108,,No best match available
05580K102,,No best match available
05580L100,,No best match available
33939L761,,No best match available
83577M209,SOUM.PK,
46099Q933,,No best match available
301505889,,No best match available
221907108,ICBK.O,
05599P936,,No best match available
482686102,,No best match available
89785X101,TBI,
G49126108,,No best match available
423694108,HEM.V,
632592101,,No best match available
690144100,,No best match available
74439H108,,No best match available
G67789126,,No best match available
43358V109,HSGX.O,
48205A109,JUNO.O^C18,
37950E150,,No best match available
12555N202,,No best match available
12555J201,,No best match available
64120V102,,No best match available
73110E103,,No best match available
67062U107,,No best match available
079481107,BLCM.O,
40412C101,HCA,
00790T100,,No best match available
15652L102,CYFL.PK,
28399E935,,No best match available
83191H107,SND.O,
12556H105,,No best match available
74640K106,PUD.TO,
26884F102,,No best match available
600379101,HIE,
002083103,,No best match available
67075G103,JGH,
78463X194,,No best match available
G05011104,,No best match available
983919101,XLNX.O,
87159G100,,No best match available
90342M109,UTGN.PK,
68299F939,,No best match available
482539103,KLXI.O^J18,
500767702,,No best match available
64129Y107,NU.V,
10778Y104,BCT.V,
46434VAQ3,,No best match available
92799V939,,No best match available
98584K202,ELRE.PK,
50213V109,LRAD.O,
64125U406,,No best match available
46434V464,,No best match available
26922A883,,No best match available
97717X578,,No best match available
03765K104,APHA.TO,
233051697,,No best match available
G52237107,,No best match available
936258102,,No best match available
132061607,,No best match available
123159105,BZYR.PK,
76090H103,QSP_u.TO,
11120U006,,No best match available
23131L107,CURO.K,
01899Q930,,No best match available
69888T207,PARR.K,
05156X108,ACB.TO,
62999H931,,No best match available
91704F104,UE,
22717L101,CRON.TO,
039670104,,No best match available
92913V104,,No best match available
31809H100,,No best match available
26923G202,,No best match available
26923G301,,No best match available
58504H101,,No best match available
02072L201,,No best match available
23254T101,,No best match available
858603103,SPCO.PK,
74732Y303,QKLS.PK,
29257R208,,No best match available
70338T102,,No best match available
870756103,,No best match available
34963X200,,No best match available
382140879,GTIM.O,
422357103,,No best match available
67062E103,,No best match available
269451100,GRF,
75605A108,,No best match available
747578409,,No best match available
020283305,AMM.TO,
36251C103,GMS,
41755F107,,No best match available
720795103,PIRS.O,
002422301,,No best match available
86614U100,SUM,
04351P101,ASND.O,
961840105,,No best match available
465743300,ITRO.PK,
46138E420,,No best match available
45685L100,HIFR.K^E19,
516012101,LCI,
90470W101,,No best match available
04342B104,,No best match available
G98847208,,No best match available
603432105,,No best match available
928377100,VSTO.K,
456831106,,No best match available
08199D931,,No best match available
021477104,,No best match available
29363K105,,No best match available
27032D304,ESTE.K,
819047101,SHAK.K,
33938A105,,No best match available
27616P103,DEA,
40522L108,HLG.O,
M2361E203,,No best match available
00162Q593,,No best match available
89237H100,TCON.O,
141384107,,No best match available
053734604,AVGR.O,
741865109,PIAC.PK,
758847404,RAFI.PK,
45781D101,INOV.O,
84652J103,ONCE.O,
40434H104,HTGM.O,
G6503X109,,No best match available
861025104,SYBT.O,
785070103,,No best match available
74624L203,PUBC.PK,
269548301,EGA.V,
97424Q106,WELX.PK,
70338W105,PATI.O,
983450305,,No best match available
38999Y934,,No best match available
07177M103,,No best match available
163851108,CC,
05350M106,AVDX.PK^E19,
879165207,TIKK.PK,
355325200,TLK.V,
891548307,,No best match available
903213106,UQM^H19,
Y46717107,,No best match available
38747R306,,No best match available
829355205,SIAF.PK,
055482103,,No best match available
25490K307,,No best match available
25490K208,,No best match available
20050L100,,No best match available
25490K406,,No best match available
46641Q308,,No best match available
25490K109,,No best match available
19249J109,CWBR.O,
60783C100,MODTQ.PK,
896239100,TRMB.O,
92536C103,VERU.O,
204449300,,No best match available
12643Y202,,No best match available
00306K106,,No best match available
670823103,,No best match available
41013U102,,No best match available
003244100,,No best match available
482240959,,No best match available
38983D300,AJX,
920256203,,No best match available
81370G106,,No best match available
12562N104,CKX,
87999K931,,No best match available
46647L204,JMU.O,
16891W107,,No best match available
46185L103,NVTA.K,
05358K102,,No best match available
46434V456,,No best match available
46434V449,,No best match available
351680806,,No best match available
74874U101,,No best match available
39540F101,GRNQ.O,
02072E108,ALPE.PK,
12555L107,,No best match available
12555A101,,No best match available
44052N104,,No best match available
87599B935,,No best match available
422730101,,No best match available
078771102,BLPH.O,
46435B103,,No best match available
673836102,,No best match available
26923J305,,No best match available
26923J404,,No best match available
81726V104,,No best match available
761102102,RSRV.PK,
29668H708,EPI.V,
25284B109,,No best match available
31943B100,FCR.TO,
335834107,FNWB.O,
68386C708,,No best match available
75935A109,,No best match available
31864T106,,No best match available
06759V101,,No best match available
984017103,XHR,
303897102,FIHu.TO,
00599W932,,No best match available
20599D932,,No best match available
893521104,,No best match available
316092857,,No best match available
74347B680,,No best match available
78468R820,,No best match available
74347B698,,No best match available
29665F200,,No best match available
30214U102,EXPO.O,
87266B101,TRHF.PK,
57777M201,,No best match available
M84920103,,No best match available
872587100,TMSSE.OB^H05,
592834105,MXE,
12555B109,,No best match available
46138E255,,No best match available
09237E204,BHWB.PK,
75617J105,REBL.PK,
47777N101,,No best match available
49876X105,,No best match available
74347B466,,No best match available
74348A285,,No best match available
78646B101,,No best match available
