,RIC,error
AVXS,,No best match available
PYF.,,No best match available
KLRE,,No best match available
PVOTF,,No best match available
BWK.Z,,No best match available
SPZR,,No best match available
HBG.,,No best match available
RLB.,,No best match available
RXE.,,No best match available
RLD.,,No best match available
RLE.,,No best match available
EMDV,,No best match available
TCMD,,No best match available
SID.Z,,No best match available
CTRC,,No best match available
CDEV,,No best match available
MBRX,,No best match available
EDIT,,No best match available
PGLA,,No best match available
SETHF,,No best match available
PTRUF,,No best match available
EXRTF,,No best match available
RETA,,No best match available
CCACU,,No best match available
CRVS,,No best match available
AIMM,,No best match available
ZLD.,,No best match available
CHMP,,No best match available
ZLH.,,No best match available
GTO,GTO,
TVIPF,,No best match available
SRTS,,No best match available
TRX,TRX,
PTIX,,No best match available
FUT,FUT,
DUC,DUC,
HIF,,No best match available
ATNAQ,,No best match available
ELIO,,No best match available
SOVB,,No best match available
BYBUF,BYBUF.PK^K11,
GCOW,,No best match available
PUTW,,No best match available
JSMD,,No best match available
JSML,,No best match available
BZOF,,No best match available
BPQ.Z,,No best match available
VIGI,,No best match available
VYMI,,No best match available
FGM.,,No best match available
FGL.,,No best match available
MEA.Z,,No best match available
FGV.,,No best match available
FGU.,,No best match available
FGB.,,No best match available
GSEU,,No best match available
GSJY,,No best match available
EYTH,,No best match available
TA5,,No best match available
CRRTF,,No best match available
SHE,SHE,
ECH.Z,,No best match available
ESVIF,,No best match available
ATKR,,No best match available
HDCC,,No best match available
IFLY,,No best match available
GAMR,,No best match available
DWIN,,No best match available
VXLLF,,No best match available
NRIS,,No best match available
FVC,,No best match available
PSET,,No best match available
PY,,No best match available
MXW.1,,No best match available
CEZ,,No best match available
MGP,MGP,
EIGR,,No best match available
LEXEA,,No best match available
JHME,,No best match available
JHMI,,No best match available
JHMS,,No best match available
JHMU,,No best match available
JHMA,,No best match available
ZEST,,No best match available
TTP.,,No best match available
THU.,,No best match available
TPU.,,No best match available
THE.,,No best match available
TPE.,,No best match available
TDB.,,No best match available
8856B,,No best match available
JUNE,,No best match available
ECSIF,,No best match available
JPEH,,No best match available
JPIH,,No best match available
GHE,,No best match available
GHS,,No best match available
NGVT,,No best match available
YIN,,No best match available
CUX.1,,No best match available
MHIVF,,No best match available
ERYY,ERYY.BT1^I17,
FAZZ,FAZZ.BT1^I17,
TECZ,,No best match available
DVEM,,No best match available
IQDG,,No best match available
HIPCF,,No best match available
ENIC,,No best match available
EOCA,,No best match available
HXH.,,No best match available
XML.,,No best match available
XMY.,,No best match available
XMS.,,No best match available
APFH,APFH.CH^K13,
GNY.Z,,No best match available
AGHC,,No best match available
NTLA,,No best match available
RFAP,,No best match available
RFDI,,No best match available
RFEU,,No best match available
EMTL,,No best match available
STOT,,No best match available
SHC.,,No best match available
CATH,,No best match available
GDCRF,,No best match available
OPD,,No best match available
DEMG,,No best match available
BUZ,,No best match available
SHU.,,No best match available
BATRK,,No best match available
FWONK,,No best match available
LMCA.,,No best match available
MKB.,,No best match available
MGB.,,No best match available
MFT.,,No best match available
MUB.,,No best match available
SHA.,,No best match available
SHE.,,No best match available
PZRXQ,,No best match available
EGY,,No best match available
MIII,,No best match available
GEMP,,No best match available
IBUY,,No best match available
HXQ.,,No best match available
SDG,,No best match available
AEEX,,No best match available
FG,FG,
PHC,,No best match available
WFIG,,No best match available
WFHY,,No best match available
SFIG,,No best match available
SFHY,,No best match available
BFST,,No best match available
TRWH,,No best match available
LCA.2,,No best match available
VMAX,,No best match available
VMIN,,No best match available
COTV,,No best match available
HMMR,,No best match available
ZOM,ZOM,
MILN,,No best match available
PLSE,,No best match available
GRP.P,,No best match available
COBAF,,No best match available
BFIT,,No best match available
LNGR,,No best match available
AGGP,,No best match available
AGGE,,No best match available
AAVVF,,No best match available
OVLC,,No best match available
CAN.,,No best match available
JHD,JHD,
JPME,,No best match available
NH,,No best match available
CNDF,,No best match available
CNSF,CNSF.PK^C10,
ERGF,,No best match available
FNCF,,No best match available
MATF,,No best match available
HCRF,,No best match available
INDF,,No best match available
TCHF,,No best match available
UTLF,,No best match available
FAAR,,No best match available
AXNVF,,No best match available
COE,COE,
IGPFF,,No best match available
FPR.,,No best match available
FLB.,,No best match available
ZLE.,,No best match available
BMLA,,No best match available
CRUJF,CRUJF.PK^A11,
IGRO,,No best match available
ZDGE,,No best match available
VRT.W,,No best match available
ADNT,,No best match available
HHDS,,No best match available
APVO,,No best match available
UAVS,,No best match available
EPRF,,No best match available
BPRN,,No best match available
SELB,,No best match available
KNTNF,,No best match available
TWLO,,No best match available
ACIU,,No best match available
VVV,VVV,
NGQRF,,No best match available
FLQD,,No best match available
FLQH,,No best match available
FLQE,,No best match available
FLQG,,No best match available
RDTMF,,No best match available
JELD,,No best match available
PI,,No best match available
RFDA,,No best match available
RFFC,,No best match available
SYRS,,No best match available
HGV,HGV,
PK,,No best match available
ISTT,,No best match available
SPDN,,No best match available
FITS,,No best match available
OLD,,No best match available
ORG,,No best match available
SLIM,,No best match available
BEMO,,No best match available
KDMN,,No best match available
LN,LN,
ESGS,,No best match available
ESGN,,No best match available
ESGW,,No best match available
7438B,,No best match available
RFUN,,No best match available
RFCI,,No best match available
CNYA,,No best match available
RFEM,,No best match available
BLP.,,No best match available
TORXF,,No best match available
HYDD,,No best match available
FALN,,No best match available
HYXE,,No best match available
KIDS,,No best match available
MKC.,,No best match available
MUS.,,No best match available
VVL.,,No best match available
VMO.,,No best match available
VVO.,,No best match available
VLQ.,,No best match available
3CENM,,No best match available
TPIC,,No best match available
GOLF,,No best match available
SMPL,,No best match available
CRRRF,,No best match available
SOAN,,No best match available
ACBM,,No best match available
WGP.Z,,No best match available
CTO.,,No best match available
CRYFQ,CRYFQ.PK^D13,
CLG,,No best match available
DESC,,No best match available
XTH,XTH,
XWEB,,No best match available
HONE,,No best match available
ESGD,,No best match available
ESGE,,No best match available
OEW,,No best match available
MNP,,No best match available
CDEV.,,No best match available
CHUBK,,No best match available
TLND,,No best match available
CEO.H,,No best match available
AA,AA,
BIOV,,No best match available
RNDB,,No best match available
FMAX,,No best match available
KNSL,,No best match available
YETI,,No best match available
FOTV,,No best match available
SCAP,,No best match available
KRMA,,No best match available
FHB,,No best match available
BOLD,,No best match available
PTGX,,No best match available
7491B,,No best match available
WCFB,,No best match available
ESG,ESG,
ESGG,,No best match available
XOG,,No best match available
CLDC,,No best match available
EYLD,,No best match available
MULG,,No best match available
PMEHF,,No best match available
AIDM,,No best match available
DWLV,.DWLV,
DQI.,,No best match available
EHE.,,No best match available
IQD.,,No best match available
HID.,,No best match available
DQD.,,No best match available
DGR.,,No best match available
AZRX,,No best match available
PRNT,,No best match available
AIRG,,No best match available
HGC.,,No best match available
INSW,,No best match available
HRA.,,No best match available
OTTV,,No best match available
MDGL,,No best match available
EUFL,,No best match available
3LGCF,,No best match available
HMB.,,No best match available
WBIR,,No best match available
MACQ,,No best match available
LVHI,,No best match available
9628B,,No best match available
RWWDF,,No best match available
ATOM,,No best match available
CCN,,No best match available
CEGE,,No best match available
EROX,,No best match available
EUGFF,,No best match available
NLS,NLS,
CAPS,,No best match available
IFUL,,No best match available
RCKY,,No best match available
SITC,,No best match available
SMAN,,No best match available
HMGN,,No best match available
CHK,CHK,
SGA,,No best match available
CRE.4,,No best match available
CREE,,No best match available
HSPO,HSPO.PK^A13,
WTRX,,No best match available
EUFS,EUFS.BT1^I17,
QCP,,No best match available
CTWO.,,No best match available
LKSD,,No best match available
DFIN,,No best match available
TECR,,No best match available
LIVN,,No best match available
SHASF,,No best match available
GLBL.,,No best match available
STLR,,No best match available
0116A,,No best match available
CRY,CRY,
IPAH,,No best match available
BTF,,No best match available
UEIC,,No best match available
PMPT,,No best match available
CTRA,,No best match available
AGN,AGN,
BKN,BKN,
IIC,,No best match available
IIM,IIM,
NPT,,No best match available
PENC,,No best match available
VMM,VMM,
VAZ,,No best match available
VFL,VFL,
BTEC,,No best match available
GENY,,No best match available
AMMA,,No best match available
FBK,FBK,
THAR,,No best match available
HEVVQ,HEVVQ.PK^C12,
EVBG,,No best match available
ELS,ELS,
JHB,JHB,
HDMV,,No best match available
PRM,,No best match available
HUSV,,No best match available
TTD,,No best match available
UBCP,,No best match available
SCAC,,No best match available
NOVN,,No best match available
RELV,,No best match available
ELF,ELF,
APTI,,No best match available
NGT,,No best match available
UVCL,,No best match available
SCON,,No best match available
HUM,HUM,
FLMMF,,No best match available
VICL,,No best match available
SDON,,No best match available
GSUM,,No best match available
AVID,,No best match available
INTU,,No best match available
FINQ,FINQ.ITC^H17,
HALL,,No best match available
3ETRF,,No best match available
IMED,,No best match available
DEST,,No best match available
PSUNQ,,No best match available
SCVL,,No best match available
TENX,,No best match available
CSTR,,No best match available
ATMS,,No best match available
CSP,,No best match available
NMT,NMT,
NPY,,No best match available
NMY,NMY,
NCL,,No best match available
NPV,NPV,
ALG,ALG,
9726B,,No best match available
DDF,DDF,
MCHP,,No best match available
LBIX,,No best match available
WNWN,WNWN.PK^F12,
BOMN,,No best match available
HGR.,,No best match available
JAH,,No best match available
CHS,CHS,
AEMD,,No best match available
RPRX,,No best match available
2270B,,No best match available
DULL,DULL.BT1^I17,
SHNY,,No best match available
GBIL,,No best match available
APSG,,No best match available
MXU.,,No best match available
FLSH,,No best match available
8135A,,No best match available
MWD.,,No best match available
MAGAA,,No best match available
MEU.,,No best match available
FLGT,,No best match available
FSTWD,,No best match available
0160A,,No best match available
AHPA,,No best match available
BANF,,No best match available
RCOM,,No best match available
AMRN,,No best match available
SMMV,,No best match available
WFIFF,,No best match available
CB,CB,
ZPAS,,No best match available
FFWC,,No best match available
TRZBF,,No best match available
BOTZ,,No best match available
FINX,,No best match available
SNSR,,No best match available
7534B,,No best match available
ASIX,,No best match available
DZSI,,No best match available
EOSS,,No best match available
VNRCF,,No best match available
NWRE,,No best match available
NSU,,No best match available
FBE.,,No best match available
FBU.,,No best match available
COUP,,No best match available
OBLN,,No best match available
MRAM,,No best match available
NORZF,,No best match available
POLA,,No best match available
ATXG,,No best match available
BSCQ,,No best match available
BSJO,,No best match available
IBDR,,No best match available
JPHF,,No best match available
NUAG,,No best match available
FDVV,,No best match available
FDLO,,No best match available
FVAL,,No best match available
FDRR,,No best match available
FQAL,,No best match available
FDMO,,No best match available
TDSGF,,No best match available
VTNL,,No best match available
JPHY,,No best match available
TFVR.,,No best match available
WZI.H,,No best match available
CRSP,,No best match available
USMR,,No best match available
FOSL,,No best match available
GGP,,No best match available
MVT,MVT,
FTXD,,No best match available
FTXG,,No best match available
FTXH,,No best match available
CVBK,,No best match available
FTXL,,No best match available
SANM,,No best match available
FTXN,,No best match available
FTXO,,No best match available
MHY,,No best match available
VKV,,No best match available
WIND.,,No best match available
HSH.,,No best match available
HTH.,,No best match available
MSL,MSL,
RPF.,,No best match available
RIG.,,No best match available
TCBK,,No best match available
IZZI.,,No best match available
RQJ.,,No best match available
RQK.,,No best match available
CWS,CWS,
FTXR,,No best match available
WTU,,No best match available
AGU,,No best match available
AMU.1,,No best match available
ATR,ATR,
MAF,,No best match available
ORLY,,No best match available
VCSY,,No best match available
IDPIQ,IDPIQ.PK^A13,
PBTC,,No best match available
RCL,RCL,
ARNC,,No best match available
POL,,No best match available
JBL,JBL,
YESR,,No best match available
DWAC,,No best match available
RMTR,,No best match available
ANIK,,No best match available
FLLV,,No best match available
IPX,,No best match available
3MMBI,,No best match available
RGA,RGA,
PSC,,No best match available
VRIG,,No best match available
GILT,,No best match available
9636B,,No best match available
6039B,,No best match available
CATS.,,No best match available
XTO,,No best match available
FACCF,,No best match available
NTZ,NTZ,
OPTI.,,No best match available
AVLY,,No best match available
FCY.B,,No best match available
AZN,,No best match available
ARK,,No best match available
GABC,,No best match available
SNFEZ,SNFEZ.PK^C08,
SPGZ,,No best match available
PGSVY,,No best match available
IHITF,,No best match available
NTC,NTC,
NNC,NNC,
TWI,TWI,
CWEI,,No best match available
ANSBF,,No best match available
NPG,,No best match available
NOM,NOM,
PERY,,No best match available
PPF,,No best match available
PMO,PMO,
ECNCF,,No best match available
FCSEQ,FCSEQ.PK^F09,
STN.1,,No best match available
UTC.C,,No best match available
CDW,,No best match available
HR,,No best match available
AKR,AKR,
OILK,,No best match available
RFA,,No best match available
RNJ,,No best match available
RNY,,No best match available
RAA,,No best match available
MAD,,No best match available
TTAC,,No best match available
SPE,SPE,
RIG,RIG,
SKT,SKT,
SKYF.,,No best match available
HHBT,,No best match available
FTK,FTK,
ALL,,No best match available
FCEF,,No best match available
PTEEF,,No best match available
MCEF,,No best match available
KOR,,No best match available
SNES,,No best match available
9638B,,No best match available
IRTC,,No best match available
GTYH,,No best match available
PLYA,,No best match available
FSR.,,No best match available
LINK,,No best match available
LGF.A,,No best match available
PKY,,No best match available
OFIX,,No best match available
ATTU,,No best match available
SPNS,,No best match available
MAGS,,No best match available
EZCH,,No best match available
ALDA.,,No best match available
RORE,,No best match available
PZZA,,No best match available
TGAFF,,No best match available
VCV,VCV,
VNV.,,No best match available
VPV,VPV,
THRM,,No best match available
BBSI,,No best match available
FLCO,,No best match available
SHZ.,,No best match available
LENXQ,LENXQ.PK^B10,
SEMFF,,No best match available
BL,,No best match available
MYOV,,No best match available
ZTO,ZTO,
QTNA,,No best match available
RCKE,,No best match available
GTVCF,,No best match available
BELM,,No best match available
VMV,,No best match available
VOV,MLVOV.Sp^B17,
LSZ.1,,No best match available
SUBCY,,No best match available
XAA,,No best match available
BCT,,No best match available
EMD.2,,No best match available
FXEN,,No best match available
3TLHO,,No best match available
LBY,,No best match available
NCU,,No best match available
VAH.,,No best match available
PTM.2,,No best match available
RARX,,No best match available
NMS,NMS,
GDS,,No best match available
FLIR,,No best match available
MOTA,,No best match available
TMRR,,No best match available
ADMGQ,ADMGQ.PK^F10,
NHEL,,No best match available
CIGI,,No best match available
RRL.1,,No best match available
WAYN,,No best match available
YUMC,,No best match available
BYBI,,No best match available
GEPT,,No best match available
VEH.,,No best match available
3PUBS,,No best match available
GRWG,,No best match available
SHLO,,No best match available
YPF,YPF,
DLP,,No best match available
BCTF,,No best match available
SIM,SIM,
GRDCY,GRDCY.PK^A13,
WSKY,,No best match available
SUNH,,No best match available
PEER,,No best match available
CRTG,,No best match available
CGEAF,,No best match available
SWWI,,No best match available
RBIO,,No best match available
SGY,,No best match available
PVC.Z,,No best match available
VOT.1,,No best match available
SYGCF,,No best match available
FDL.,,No best match available
BCO,BCO,
FUM.,,No best match available
COY,,No best match available
WTCT,,No best match available
FUT.,,No best match available
HWF.,,No best match available
LVHB,,No best match available
MSD,MSD,
MUA,MUA,
PPS,,No best match available
RURL,,No best match available
FDEF,,No best match available
CPT,CPT,
NPX,,No best match available
VCF,VCF,
KTEC,,No best match available
MHE,MHE,
MPT.Z,,No best match available
ISENF,,No best match available
PETM,,No best match available
SWG.Z,,No best match available
SHI,SHI,
AWF,AWF,
CSHEF,,No best match available
RHUHF,,No best match available
IFIX,,No best match available
REN.Z,,No best match available
AU.Z,,No best match available
CYDS,,No best match available
IIPR,,No best match available
IGVT,,No best match available
TLF,,No best match available
ACTL.,,No best match available
ABDS,ABDS.PK^L10,
PILLQ,PILLQ.PK^K09,
MCRI,,No best match available
AACB,AACB.PK^H07,
HUMC,,No best match available
ATRM,,No best match available
BKLYY,BKLYY.PK^D10,
INOD,,No best match available
CNDT,,No best match available
EEMX,,No best match available
EFAX,,No best match available
BLDP,,No best match available
EQR,EQR,
MHGI,,No best match available
RWY,,No best match available
BWA,,No best match available
MANU.,,No best match available
FLL,,No best match available
TCT,,No best match available
SPSS,,No best match available
MDCN,,No best match available
BNC.,,No best match available
SPTN,,No best match available
FMDAY,,No best match available
LNY,,No best match available
BFS,BFS,
TGISQ,,No best match available
PRP.,,No best match available
SBG.2,,No best match available
XRSC,,No best match available
GAS.,,No best match available
MVIN,,No best match available
WINA,,No best match available
PFGC,,No best match available
YUMA,,No best match available
LW,LW,
ROYL,,No best match available
MATN.,,No best match available
THRSF,,No best match available
PCM,PCM,
FGL.2,,No best match available
ARWR,,No best match available
TCTL,,No best match available
ACSI,,No best match available
FTEK,,No best match available
TCH.4,,No best match available
CLDB,,No best match available
GRINY,GRINY.PK^F09,
SFEF,,No best match available
CS,,No best match available
SLA,,No best match available
KOF,KOF,
JAGGF,,No best match available
ARRS,,No best match available
RFI,RFI,
ESGF,,No best match available
ESGL,,No best match available
CBT.U,,No best match available
PHLY,,No best match available
CLNFF,,No best match available
CWEB,,No best match available
CASH,,No best match available
KDP,KDP,
GVIP,,No best match available
NETM,,No best match available
PEG.1,,No best match available
SQM,SQM,
ASYTQ,ASYTQ.PK^I11,
PBSOQ,,No best match available
IQC,,No best match available
IQN,,No best match available
IQM,,No best match available
IMTB,,No best match available
ALK1,,No best match available
CLP,,No best match available
ENRFF,,No best match available
TEI,TEI,
IMCI,,No best match available
MCOAQ,,No best match available
OKS,,No best match available
BKS,,No best match available
DHDG,,No best match available
MAR,,No best match available
AHIZQ,AHIZQ.PK^E07,
UTEK,,No best match available
BDC,BDC,
CRRP,CRRP.PK^D09,
GHI,,No best match available
CAMDF,,No best match available
QCRH,,No best match available
CLBK.,,No best match available
MENU,,No best match available
ALDN,,No best match available
NVIC,,No best match available
NAF,,No best match available
OMG,,No best match available
ACCP,,No best match available
VREX,,No best match available
VKI,VKI,
0095A,,No best match available
BYD,BYD,
CKPT,,No best match available
DECK,,No best match available
GECC,,No best match available
NGI.Z,,No best match available
ALBO,,No best match available
ANML.,,No best match available
COST,,No best match available
INSV,,No best match available
ENIA,,No best match available
SDI,SDI,
ADF.1,,No best match available
GDF,,No best match available
LXP,LXP,
TGIC,,No best match available
VYM.1,,No best match available
ZARFF,,No best match available
ADGO,,No best match available
RVSB,,No best match available
BOPT,,No best match available
MVEN,,No best match available
MTMC,,No best match available
ORCI,,No best match available
CBL,CBL,
CMOS,,No best match available
PTN,PTN,
QMCI,,No best match available
MERQ,MERQ.PK^K06,
PRE,,No best match available
REG,,No best match available
FFIN,,No best match available
JILL.,,No best match available
LUCY,,No best match available
PTEN,,No best match available
IPOOF,,No best match available
FSNMQ,,No best match available
HUNT.,,No best match available
INCY,,No best match available
NYNY,,No best match available
ROCK,,No best match available
ITRI,,No best match available
BTE,BTE,
WRD,,No best match available
CMSF.,,No best match available
EFAS,,No best match available
ASCA,,No best match available
URBN,,No best match available
CNTY,,No best match available
CARS,,No best match available
UFPI,,No best match available
JPSE,,No best match available
AEC,,No best match available
NSTM,,No best match available
VNLA,,No best match available
MACE,,No best match available
NFX,,No best match available
EHMEF,,No best match available
TAR,,No best match available
LVHE,,No best match available
ICHR,,No best match available
TEO,TEO,
YYIN,,No best match available
FWRD,,No best match available
BYSI,,No best match available
MZA,MZA,
BPFH,,No best match available
FST.,,No best match available
SCHN,,No best match available
ATRX,,No best match available
HIO,HIO,
BNDC,,No best match available
HMU,,No best match available
VIAV,,No best match available
AF,,No best match available
CFK,,No best match available
PGICQ,,No best match available
KALV,,No best match available
GRR,,No best match available
PNY.,,No best match available
HWGG,,No best match available
TLB,,No best match available
TRRU,,No best match available
VKL,,No best match available
WMAR,,No best match available
OPTV,,No best match available
ATMI,,No best match available
MATK,,No best match available
MSY,,No best match available
IDEA,,No best match available
NYCB,,No best match available
BEAR,,No best match available
BBAR,,No best match available
KEF,,No best match available
FRO.2,,No best match available
MBOT,,No best match available
WVFC,,No best match available
ACA..,,No best match available
ESYS,,No best match available
HGSI,,No best match available
CNT,,No best match available
POSC,,No best match available
3USWI,,No best match available
IDHD,,No best match available
ATYT,,No best match available
ALMC,,No best match available
XSHD,,No best match available
PRKR,,No best match available
RGC1,,No best match available
CLHI,,No best match available
FMXLQ,FMXLQ.PK^F09,
PSTA,,No best match available
GCSAY,GCSAY.PK^C13,
SYMBA,,No best match available
GTW,,No best match available
GLLC,,No best match available
SHAW,,No best match available
ICE.Z,,No best match available
SUI,SUI,
ESGU,,No best match available
CASA,,No best match available
BEST,,No best match available
MACR.,,No best match available
SHOO,,No best match available
TNTHF,,No best match available
TQNT,,No best match available
SPG,SPG,
EMN,EMN,
TSTRQ,TSTRQ.PK^C13,
RA,RA,
BLHY,,No best match available
MSD.1,,No best match available
PCN.,,No best match available
RMT,RMT,
SGQI,,No best match available
NDRA,,No best match available
HYLB,,No best match available
HXX.,,No best match available
SPDC,,No best match available
PLNR,,No best match available
IMZLF,,No best match available
URYL,,No best match available
OKSB,,No best match available
SPA.1,,No best match available
PCC,,No best match available
UFPT,,No best match available
LNG,,No best match available
ABE,,No best match available
NADX,,No best match available
NVN.Z,,No best match available
FBSI,,No best match available
VVIVF,,No best match available
7572B,,No best match available
GSHT,,No best match available
THERF,,No best match available
VGS.Z,,No best match available
ATSAF,,No best match available
RND.Z,,No best match available
SBW,,No best match available
CGI.1,,No best match available
CFBI,,No best match available
PCSB,,No best match available
DIVO,,No best match available
CYT,,No best match available
NULG,,No best match available
KSBI,,No best match available
MED,MED,
NULV,,No best match available
NUMG,,No best match available
NUMV,,No best match available
NUSC,,No best match available
FRAC,,No best match available
3FCBS,,No best match available
JHMD,,No best match available
TRVG,,No best match available
COWZ,,No best match available
HARB,,No best match available
NURE,,No best match available
BOWFF,,No best match available
FFFL,,No best match available
UGI1,,No best match available
PIXY,,No best match available
RIGP.,,No best match available
JAG,JAG,
NRGY.,,No best match available
WBIY,,No best match available
YTRA,,No best match available
FIV,FIV,
NODK,,No best match available
KIWB,,No best match available
KP,0SFIv20c3^1,
ICCH,,No best match available
CFGI,,No best match available
CMMDF,,No best match available
LNK.Z,,No best match available
GRT,,No best match available
GLUX,,No best match available
HAIN,,No best match available
CGIP,,No best match available
CACB,,No best match available
BRRGF,,No best match available
TFCO,,No best match available
STCN,,No best match available
MCZAF,,No best match available
APPD,APPD.PK^H09,
WRLS.,,No best match available
VVPR,,No best match available
JAMS,,No best match available
SFN.2,,No best match available
MAA,MAA,
MAPS,,No best match available
OUSM,,No best match available
INSE,,No best match available
EMAKQ,EMAKQ.PK^F11,
METC,,No best match available
DWOG,,No best match available
WTTR,,No best match available
INFR,,No best match available
JNCE,,No best match available
APEN,,No best match available
WEBC,,No best match available
BBRX,,No best match available
SGMA,,No best match available
DAKT,,No best match available
MODM,,No best match available
IFLI.,,No best match available
SNIC,,No best match available
HNT,,No best match available
ATXMF,,No best match available
OBSV,,No best match available
LYL,,No best match available
DSPG,,No best match available
IFN,IFN,
NTII,,No best match available
MLM,MLM,
MINI,,No best match available
TSCO,,No best match available
HRSH,,No best match available
IMS.3,,No best match available
ICS,,No best match available
IIF,IIF,
LMSC,,No best match available
ALB,,No best match available
ACPQF,,No best match available
BZH,BZH,
ENN,,No best match available
FMST,FMST.PK^A11,
TRWRF,,No best match available
BNHLF,,No best match available
KRP,KRP,
ARTX,,No best match available
LFTC,LFTC.PK^C12,
PBEGF,,No best match available
SWIN,,No best match available
DFNL,,No best match available
NIHK,,No best match available
DGF,,No best match available
CLTL,,No best match available
ARCAY,,No best match available
DUSA,,No best match available
QLGC,,No best match available
DWLD,,No best match available
IVZ,IVZ,
GRVE,,No best match available
HVBC,,No best match available
BIVV,,No best match available
SRG.,,No best match available
SUNN,,No best match available
PHC.3,,No best match available
WRK,WRK,
FBM,FBM,
BCRX,,No best match available
HARC.,,No best match available
PTMK,,No best match available
CUMB,,No best match available
TV,,No best match available
NWIR,,No best match available
FMNB,,No best match available
DHOM,,No best match available
MAC,,No best match available
ZEUS,,No best match available
AVB,AVB,
RTPRQ,,No best match available
TW.3,,No best match available
MEE.,,No best match available
NNBR,,No best match available
TRBS,,No best match available
CBRI,,No best match available
CPRT,,No best match available
EFL.1,,No best match available
PETC,,No best match available
SCSC,,No best match available
RCS,RCS,
LPTX,,No best match available
CEFC,,No best match available
RVLT,,No best match available
MPAA,,No best match available
HSR.1,,No best match available
BSMD,,No best match available
MFBC,,No best match available
DXC.,,No best match available
RAH,,No best match available
DXO.,,No best match available
BMBN,,No best match available
DXG.,,No best match available
LARK,,No best match available
DXP.,,No best match available
SHU.4,,No best match available
BIIAF,,No best match available
3RPRN,,No best match available
BHC,BHC,
DXU.,,No best match available
LMNR,,No best match available
GPIC,,No best match available
AKS,AKS,
QXGG,,No best match available
QXMI,QXMI.ARC,
QXRR,QXRR.ARC,
QXTR,,No best match available
PLD,PLD,
STN,,No best match available
XUSA,,No best match available
FLIO,,No best match available
JPT,JPT,
ENCY,,No best match available
CMBC,,No best match available
FMBH,,No best match available
PFSL,,No best match available
SPORQ,,No best match available
CWFNF,,No best match available
INVH,,No best match available
ORYX,,No best match available
CELL,,No best match available
VVUS,,No best match available
OVEN,,No best match available
MTICQ,MTICQ.PK^K11,
FRHHF,,No best match available
POTP,,No best match available
BOOT.,,No best match available
TIGO,,No best match available
NMRX,,No best match available
SILC,,No best match available
EXP,EXP,
GLDW,,No best match available
BRHI,BRHI.PK^E12,
QGL.,,No best match available
QCD.,,No best match available
QEM.,,No best match available
QIE.,,No best match available
QMA.,,No best match available
QUS.,,No best match available
SMBC,,No best match available
AEO,AEO,
QMY.,,No best match available
ADC,ADC,
VET,VET,
HLNE,,No best match available
DNBF,,No best match available
DVOP.,,No best match available
SNAP,,No best match available
DQWS,,No best match available
CFPI,,No best match available
MROI,,No best match available
GDI,GDI,
XKEM,XKEM.PK^C12,
TLDAY,TLDAY.PK^F06,
HFY.,,No best match available
CEI.Z,,No best match available
KST,,No best match available
MITY,,No best match available
VCB.,,No best match available
VGV.,,No best match available
LEHMQ,LEHMQ.PK^C12,
VLB.,,No best match available
VSG.,,No best match available
NKTR,,No best match available
JOSB,,No best match available
LYBC,,No best match available
KZL,,No best match available
PUMP,,No best match available
ITG,,No best match available
PFFR,,No best match available
SUTMQ,SUTMQ.PK^J11,
PSSI,,No best match available
SBNK,,No best match available
USEYQ,USEYQ.PK^B11,
ZZZ1,,No best match available
ITXN,,No best match available
FLEX,,No best match available
DVCR,,No best match available
ZWC.,,No best match available
CPD,,No best match available
PULB,,No best match available
ZHP.,,No best match available
ZUP.,,No best match available
THMD,,No best match available
RADA.,,No best match available
ZPH.,,No best match available
ADVZF,,No best match available
DSCI,DSCI.W^E14,
STKR,,No best match available
XMX,XMX,
RKIGF,,No best match available
BSAC,,No best match available
BTH,,No best match available
SYPR,,No best match available
ABCB,,No best match available
SACH,,No best match available
FRNTQ,FRNTQ.PK^J09,
CUBA,,No best match available
IBIS,,No best match available
MMR,,No best match available
MGB,,No best match available
APHB,,No best match available
TELL,,No best match available
CEGMF,,No best match available
MERX,,No best match available
NPSP,,No best match available
NFLDQ,NFLDQ.PK^J09,
PENN,,No best match available
SSD,,No best match available
WXH,,No best match available
IFMK,,No best match available
3TRPS,,No best match available
BFRE,,No best match available
KCP,,No best match available
REKR,,No best match available
LJPC,,No best match available
PSAI,,No best match available
LBRT,,No best match available
BOSS,,No best match available
TBLU,,No best match available
FIXD,,No best match available
ESS,ESS,
HYLV,,No best match available
HIW,HIW,
YFCM,YFCM.PK^D09,
CGX,,No best match available
MGEN,,No best match available
IMAX,,No best match available
COB,,No best match available
CEL.2,,No best match available
GRMC,,No best match available
LPT,LPT,
PSMB,,No best match available
PSMC,,No best match available
PSMG,,No best match available
PSMM,,No best match available
CIFAF,,No best match available
CMF.Z,,No best match available
FR,,No best match available
SUPGF,,No best match available
BGIO,,No best match available
HCC,HCC,
FALC,,No best match available
AAI,,No best match available
NETS,NETS.CO^B18,
BLES,,No best match available
ISMD,,No best match available
HMNF,,No best match available
STLJF,,No best match available
AMR,,No best match available
CNUCF,,No best match available
GRNB,,No best match available
JILL,,No best match available
AKO.B,,No best match available
FDP,FDP,
CBMD,,No best match available
AHMS,,No best match available
IPATF,,No best match available
EGCO,,No best match available
VBAC,,No best match available
BBD,,No best match available
IBML,,No best match available
THRD,,No best match available
GBX,GBX,
CDG,,No best match available
PFSB,,No best match available
